Include,Publication.Type,Authors,Book.Authors,Group.Authors,Book.Group.Authors,Researcher.Ids,ORCIDs,Book.Editors,Author...Arabic,Grant.Principal.Investigator,Grant.Co.Principal.Investigator,Article.Title,Article.Title...SciELO,Article.Title...SciELO.1,Article.Title...Chinese,Article.Title...Russian,Patent.Number,Patent.Assignee,Source.Title...Arabic,Source.Title,Source.Title...Korean,Book.Series.Title,Book.Series.Subtitle,Volume,Issue,Special.Issue,Meeting.Abstract,Start.Page,End.Page,Article.Number,Version,Version.History,DOI,Book.DOI,License.Name,License.URI,License.Description,Early.Access.Date,Supplement,Document.Type,Publication.Date,Publication.Year,Abstract,Abstract...Foreign,Abstract...English.Transliteration,Abstract...Foreign.1,Abstract...Korean,Conference.Title,Conference.Date,Conference.Sponsor,Conference.Location,Times.Cited..WoS.Core,Times.Cited..CSCD,Times.Cited..RSCI,Times.Cited..ARCI,Times.Cited..BCI,Times.Cited..SCIELO,Times.Cited..All.Databases,X180.Day.Usage.Count,Since.2013.Usage.Count,ISSN,eISSN,ISBN,Grant.Number,No.of.References,Cited.References,Language,Advisor,Committee.Member,Copyright,Degree.Name,Institution.Address,Institution,Dissertation.and.Thesis.Subjects,Author.Keywords,Indexed.Date,UT..Unique.ID.,Pubmed.Id
1,J,"McGrew, W.C.",,NA,NA,,,,NA,NA,NA,Evolutionary implications of sex differences in chimpanzee predation and tool use.,NA,NA,NA,,NA,NA,NA,Perspectives on Human Evolution,NA,NA,NA,5,,NA,NA,441,463,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,1979,1979,,NA,NA,NA,NA,NA,NA,NA,NA,27,1,0,0,15,0,27,NA,NA,0090-0745,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,01/01/1979,ZOOREC:ZOOR12100050424,NA
1,J,"Langguth, Alfredo; Alonso, Carmen",,NA,NA,,,,NA,NA,NA,Capuchin monkeys in the Caatinga: tool use and food habits during drought.,NA,NA,NA,,NA,NA,NA,Neotropical Primates,NA,NA,NA,5,3,NA,NA,77,78,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,Sep-97,1997,,NA,NA,NA,NA,NA,NA,NA,NA,19,0,0,0,13,0,19,NA,NA,1413-4705,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Departamento de Sistematica e Ecologia, CCEN, Universidade Federal da Paraiba, 58059-900 Joao Pessoa, Paraiba, Brazil",NA,NA,NA,01/09/1997,ZOOREC:ZOOR13400033535,NA
1,J,"Grueter, Cyril C.; Robbins, Martha M.; Ndagijimana, Felix; Stoinski, Tara S.",,NA,NA,"Grueter, Cyril C./H-9319-2014","Grueter, Cyril C./0000-0001-8770-8148",,NA,NA,NA,Possible tool use in a mountain gorilla.,NA,NA,NA,,NA,NA,NA,Behavioural Processes,NA,NA,NA,100,,NA,NA,160,162,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,Nov-13,2013,"Here we report a description of putative tool use in wild mountain gorillas. At the Dian Fossey Gorilla Fund's Karisoke Research Center in Volcanoes National Park (Rwanda), an adult female was observed using a bamboo culm as a ladder for her offspring. This is one of only a few documented cases of possible tool use in wild gorillas, although tool use behavior is commonly observed in captive gorillas. Although the behavior observed may have been incidental, the present report in combination with previous evidence (Breuer et al., 2005) suggests that tool use in gorillas occurs outside the context of food acquisition and may be directed at overcoming physical obstacles in complex rugged microhabitats such as bamboo forest and swamps. (C) 2013 Elsevier B.V. All rights reserved.",NA,NA,NA,NA,NA,NA,NA,NA,10,0,1,0,11,0,13,NA,NA,0376-6357,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Univ Western Australia, Sch Anat Physiol & Human Biol, Crawley, WA, 6009, Australia",NA,NA,NA,08/05/2014,ZOOREC:ZOOR15005024743,24096185
1,J,"Barrett, Brendan J.; Monteza-Moreno, Claudio M.; Dogandzic, Tamara; Zwyns, Nicolas; Ibanez, Alicia; Crofoot, Margaret C.",,NA,NA,"Barrett, Brendan J/J-1459-2019","Barrett, Brendan J/0000-0002-2725-2385; Zwyns, Nicolas/0000-0002-0092-740X; Monteza-Moreno, Claudio Manuel/0000-0003-2537-2065",,NA,NA,NA,"Habitual stone-tool-aided extractive foraging in white-faced capuchins, Cebus capucinus.",NA,NA,NA,,NA,NA,NA,Royal Society Open Science,NA,NA,NA,5,8,NA,NA,181002,181002,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,Aug-18,2018,"Habitual reliance on tool use is a marked behavioural difference between wild robust (genus Sapajus) and gracile (genus Cebus) capuchin monkeys. Despite being well studied and having a rich repertoire of social and extractive foraging traditions, Cebus sp. rarely use tools and have never been observed using stone tools. By contrast, habitual tool use by Sapajus is widespread. We review theory and discuss factors which might explain these differences in patterns of tool use between Cebus and Sapajus. We then report the first case of habitual stone tool use in a gracile capuchin: a population of white-faced capuchins (Cebus capucinus imitator) in Coiba National Park, Panama who habitually rely on hammerstone and anvil tool use to access structurally protected food items in coastal areas including Terminalia catappa seeds, hermit crabs, marine snails, terrestrial crabs and other items. This behaviour has persisted on one island in Coiba National Park since at least 2004. From 1 year of camera trapping, we found that stone tool use is strongly male-biased. Of the 205 camera trap days where tool use was recorded, adult females were never observed to use stone tools, although they were frequently recorded at the sites and engaged in scrounging behaviour. Stone tool use occurs year-round in this population; over half of all identifiable individuals were observed participating. At the most active tool use site, 83.2% of days where capuchins were sighted corresponded with tool use. Capuchins inhabiting the Coiba archipelago are highly terrestrial, under decreased predation pressure and potentially experience resource limitation compared to mainland populations-three conditions considered important for the evolution of stone tool use. White-faced capuchin tool use in Coiba National Park thus offers unique opportunities to explore the ecological drivers and evolutionary underpinnings of stone tool use in a comparative within- and between-species context.",NA,NA,NA,NA,NA,NA,NA,NA,37,0,0,0,23,0,44,NA,NA,2054-5703; 2054-5703,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Max Planck Inst Ornithol, Cognit & Cultural Ecol Grp, Radolfzell, Germany",NA,NA,NA,27/11/2018,ZOOREC:ZOOR15412087469,30225086
1,J,"Goodman, Matthew; Hayward, Thomas; Hunt, Gavin R.",,NA,NA,,,,NA,NA,NA,Habitual tool use innovated by free-living New Zealand kea.,NA,NA,NA,,NA,NA,NA,Scientific Reports,NA,NA,NA,8,,NA,NA,13935,13935,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,Sep 17 2018,2018,"The emergence of flexible tool use is rare in the animal kingdom and thought to be largely constrained by either cognitive ability or ecological factors. That mostly birds with a high level of intelligence innovate tool use in captivity is consistent with the former hypothesis. We report here the first documented case of habitual tool use innovated in the wild by a bird species only known to have used tools in captivity. Trap-boxes containing food-bait and snap-trap(s) were installed in the remote Murchison Mountains, New Zealand, from 2002 to catch introduced stoats. Kea tampered with the trap-boxes in various ways. Over approximately 2.5 years, sticks were found inserted into at least 227 different trap-boxes that were up to 27 km apart. Video footage confirmed that the stick insertion was kea tool use. Trap-boxes are unlikely to have provided the only possibility for kea tool use in their habitat given their extractive foraging and skilled object manipulation. We argue that they instead greatly facilitated the opportunity for tool use, thus increasing the chance that kea would invent the behaviour. The innovation of tool use by kea in response to facilitation provides rare field support for the cognitive constraints hypothesis.",NA,NA,NA,NA,NA,NA,NA,NA,19,0,0,0,12,0,21,NA,NA,2045-2322,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,17/12/2018,ZOOREC:ZOOR15501001068,30224791
1,J,"Harvey, Roy",,NA,NA,,,,NA,NA,NA,Tool use by green heron.,NA,NA,NA,,NA,NA,NA,Connecticut Warbler,NA,NA,NA,20,1,NA,NA,29,29,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,Jan-00,2000,,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,0,2,NA,NA,1077-0283,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Beacon Falls, CT, USA",NA,NA,NA,01/01/2000,ZOOREC:ZOOR13600061059,NA
1,B,"Visalberghi, Elisabetta; Limongelli, Luca",,NA,NA,,"Visalberghi, Elisabetta/0000-0001-7407-5468","Russon, Anne E.; Bard, Kim A.; Parker, Sue Taylor",NA,NA,NA,Acting and understanding: tool use revisited through the minds of capuchin monkeys.,NA,NA,NA,,NA,NA,NA,Reaching into thought: the minds of the great apes.,NA,NA,NA,,,NA,NA,57,79,NA,NA,NA,,NA,NA,NA,NA,NA,,Book chapter,1996,1996,,NA,NA,NA,NA,NA,NA,NA,NA,52,0,0,0,18,0,56,NA,NA,,NA,0-521-47168-0,NA,NA,NA,NA,NA,NA,NA,NA,"Reparto Psicologia comparato, Instituto de Psicologia, CNR, Via U. Aldrovandi 16b, 00197 Roma, Italy",NA,NA,NA,01/01/1996,ZOOREC:ZOOR13500009423,NA
1,J,"Bentley-Condit, Vicki K.; Smith, E.O.",,NA,NA,"Bentley-Condit, Vicki/AAF-9228-2020","Bentley-Condit, Vicki/0000-0002-8945-9998",,NA,NA,NA,Animal tool use: current definitions and an updated comprehensive catalog.,NA,NA,NA,,NA,NA,NA,Behaviour,NA,NA,NA,147,2,NA,NA,185,A32,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,2010,2010,"Despite numerous attempts to define animal tool use over the past four decades, the definition remains elusive and the behaviour classification somewhat subjective. Here, we provide a brief review of the definitions of animal tool use and show how those definitions have been modified over time. While some aspects have remained constant (i.e., the distinction between 'true' and 'borderline' tool use), others have been added (i.e., the distinction between 'dynamic' and 'static' behaviours). We present an updated, comprehensive catalog of documented animal tool use that indicates whether the behaviours observed included any 'true' tool use, whether the observations were limited to captive animals, whether tool manufacture has been observed, and whether the observed tool use was limited to only one individual and, thus, 'anecdotal' (i.e., N = 1). Such a catalog has not been attempted since Beck (1980). In addition to being a useful reference for behaviourists, this catalog demonstrates broad tool use and manufacture trends that may be of interest to phylogenists, evolutionary ecologists, and cognitive evolutionists. Tool use and tool manufacture are shown to be widespread across three phyla and seven classes of the animal kingdom. Moreover, there is complete overlap between the Aves and Mammalia orders in terms of the tool use categories (e. g., food extraction, food capture, agonism) arguing against any special abilities of mammals. The majority of tool users, almost 85% of the entries, use tools in only one of the tool use categories. Only members of the Passeriformes and Primates orders have been observed to use tools in four or more of the ten categories. Thus, observed tool use by some members of these two orders (e. g., Corvus, Papio) is qualitatively different from that of all other animal taxa. Finally, although there are similarities between Aves and Mammalia, and Primates and Passeriformes, primate tool use is qualitatively different. Approximately 35% of the entries for this order demonstrate a breadth of tool use (i.e., three or more categories by any one species) compared to other mammals (0%), Aves (2.4%), and the Passeriformes (3.1%). This greater breadth in tool use by some organisms may involve phylogenetic or cognitive differences - or may simply reflect differences in length and intensity of observations. The impact that tool usage may have had on groups' respective ecological niches and, through niche-construction, on their respective evolutionary trajectories remains a subject for future study.",NA,NA,NA,NA,NA,NA,NA,NA,142,2,0,0,108,2,161,NA,NA,0005-7959,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Grinnell Coll, Dept Anthropol, Grinnell, IA, USA",NA,NA,NA,01/01/2010,ZOOREC:ZOOR14608051409,NA
1,J,"Tebbich, Sabine; Taborsky, Michael; Fessl, Birgit; Dvorak, Michael",,NA,NA,"Taborsky, Michael/F-8420-2013","Taborsky, Michael/0000-0002-1357-4316; Fessl, Birgit/0000-0003-1260-6002",,NA,NA,NA,The ecology of tool-use in the woodpecker finch (Cactospiza pallida).,NA,NA,NA,,NA,NA,NA,Ecology Letters,NA,NA,NA,5,5,NA,NA,656,664,NA,NA,NA,10.1046/j.1461-0248.2002.00370.x,NA,NA,NA,NA,NA,,Article,Sep-02,2002,"Insects, mammals and birds are known to use tools, but empirical evidence of the ecological importance of tool-use is scarce. Here, we present the first ecological study of tool-use by a bird species. Woodpecker finches use twigs or cactus spines to pry arthropods out of tree-holes. We compared tool-use during wet and dry seasons in two different vegetation zones: the Arid Zone and the humid Scalesia Zone. In the Scalesia Zone, where food was abundant and easily accessible, woodpecker finches rarely used tools. In contrast, in the Arid Zone, where food was limited and hard to access, they obtained half of their prey using tools during the dry season. Tool-use enabled the birds to reach particularly large and otherwise inaccessible prey hidden in tree-holes. Our data suggest that tool-use in the woodpecker finch has evolved in response to the dry and unpredictable conditions in the coastal zone of the Galapagos Islands.",NA,NA,NA,NA,NA,NA,NA,NA,92,1,1,0,75,0,98,NA,NA,1461-023X,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Department of Experimental Psychology, University of Cambridge, Downing Street, Cambridge, CB2 3EJ, United Kingdom",NA,NA,NA,01/09/2002,ZOOREC:ZOOR13800068038,NA
0,J,"Shea, John J.",,NA,NA,,,,NA,NA,NA,"Occasional, obligatory, and habitual stone tool use in hominin evolution.",NA,NA,NA,,NA,NA,NA,Evolutionary Anthropology,NA,NA,NA,26,5,NA,NA,200,217,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,Sep-17,2017,"Archeologists have long assumed that earlier hominins were obligatory stone tool users. This assumption is deeply embedded in traditional ways of describing the lithic record. This paper argues that lithic evidence dating before 1.7 Ma reflects occasional stone tool use, much like that practiced by nonhuman Primates except that it involved flaked-stone cutting tools. Evidence younger than 0.3 Ma is more congruent with obligatory stone tool use, like that among recent humans. The onset of habitual stone tool use at about 1.7 Ma appears correlated with increased hominin logistical mobility (carrying things). The onset of obligatory stone tool use after 0.3 Ma may be linked to the evolution of spoken language. Viewing the lithic evidence dating between 0.3-1.7 Ma as habitual stone tool use explains previously inexplicable aspects of the Early-Middle Pleistocene lithic record.",NA,NA,NA,NA,NA,NA,NA,NA,58,0,0,0,26,0,61,NA,NA,1060-1538,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"SUNY Stony Brook, Dept Anthropol, Stony Brook, NY, 11794, USA",NA,NA,NA,24/05/2018,ZOOREC:ZOOR15406032425,29027335
1,J,"Fox, ElizaBeth A.; Muhammad, Ibrahim bin",,NA,NA,,,,NA,NA,NA,Brief communication: new tool use by wild sumatran orangutans (Pongo pygmaeus abelii).,NA,NA,NA,,NA,NA,NA,American Journal of Physical Anthropology,NA,NA,NA,119,2,NA,NA,186,188,NA,NA,NA,10.1002/ajpa.10105,NA,NA,NA,NA,NA,,Article,Oct-02,2002,,NA,NA,NA,NA,NA,NA,NA,NA,18,0,0,0,14,0,21,NA,NA,0002-9483,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Ecology and Evolutionary Biology, Guyot Hall, Princeton University, Princeton, NJ 08544, USA",NA,NA,NA,01/10/2002,ZOOREC:ZOOR13900032458,12237938
1,J,"Mangalam, Madhur; Fragaszy, Dorothy M.",,NA,NA,", Doree/HCI-4354-2022",", Doree/0000-0002-4010-4993; Mangalam, Madhur/0000-0001-6369-0414",,NA,NA,NA,Transforming the body-only system into the body-plus-tool system.,NA,NA,NA,,NA,NA,NA,Animal Behaviour,NA,NA,NA,117,,NA,NA,115,122,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,Jul-16,2016,"The traditional definitions of tool use typically operationalize the functionality of an object and the effect of its use on the environment and, typically, do not account for the dynamic relation among the body, task and environment that result in actions with a tool. This omission severely restricts the utility of these definitions for comparisons of tool use behaviour across individuals, populations and species. To address this issue, we propose an embodied theory of tool use based on the premise that a tool transforms the body-only system into the body-plus-tool system. It (1) explains the development of a tool use behaviour in terms of constraints on the development of tool use movements imposed by different features of the body, task and environment, (2) measures the dexterity of an actor in terms of the spatiotemporal organization of tool use movements that optimize at least one composite performance outcome variable and (3) measures the complexity in the use of a tool in terms of the control of the biomechanical degrees of freedom of the body-plus-tool system. Such an embodied theory of tool use is applicable across species, tasks and environments. (C) 2016 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",NA,NA,NA,NA,NA,NA,NA,NA,25,0,0,0,15,0,26,NA,NA,0003-3472; 1095-8282,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Univ Georgia, Dept Psychol, Athens, GA, 30602, USA",NA,NA,NA,20/10/2016,ZOOREC:ZOOR15210064703,NA
1,J,"Oxley, Aimee; Jovan, Balinda Kiiza",,NA,NA,,,,NA,NA,NA,Stick tool use by chimpanzees in a forest fragment in Uganda's Budongo-Bugoma corridor: preliminary observations from Kasongoire.,NA,NA,NA,,NA,NA,NA,Revue de Primatologie,NA,NA,NA,,,NA,NA,6426,6426,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,2019,2019,"Chimpanzees are well-known tool users, with differences reported in the tool use repertoires among communities and subspecies. Chimpanzees at most study sites exhibit some degree of stick tool use behaviour for extractive foraging, with the exception of eastern chimpanzees (Pan troglodytes schweinfurthii) inhabiting Budongo Forest in western Uganda. Chimpanzees there have never been observed using stick tools despite being studied for decades, although, more recently, probing and digging tool use has been documented in neighbouring forest fragments. Here, I report preliminary observations of immature chimpanzees using stick tools as probes in a foraging context in Kasongoire, a newly studied community in the unprotected forest fragments outside Budongo Forest. The behaviour appears to be rare and insect prey seems not to have been actually ingested, but the observations provide further evidence of probing stick tool use by chimpanzees only 15 km from the main forest block. Differences in tool use have been previously reported between neighbouring communities of chimpanzees. Considering the complete absence of stick tool use in Budongo Forest, the increasing evidence that it is present in such close geographical proximity poses questions about the transfer of cultural knowledge between individuals and communities.",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,2077-3757,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Oxford Brookes Univ, Dept Humanities & Social Sci, Oxford, United Kingdom",NA,NA,NA,01/01/2019,ZOOREC:ZOOR15712083920,NA
1,J,"Chevalier-Skolnikoff, S.",,NA,NA,,,,NA,NA,NA,"Tool use by wild cebus monkeys at Santa Rosa National Park, Costa Rica.",NA,NA,NA,,NA,NA,NA,Primates,NA,NA,NA,31,3,NA,NA,375,383,NA,NA,NA,10.1007/BF02381108,NA,NA,NA,NA,NA,,Article,1990,1990,,NA,NA,NA,NA,NA,NA,NA,NA,40,0,0,0,15,0,42,NA,NA,0032-8332,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,01/01/1990,ZOOREC:ZOOR12700038220,NA
1,J,"Jacobs, Ivo F.; von Bayern, Auguste; Osvath, Mathias",,NA,NA,"Jacobs, Ivo/I-3789-2019","Jacobs, Ivo/0000-0002-2182-7686; von Bayern, Auguste/0000-0002-0981-9456",,NA,NA,NA,A novel tool-use mode in animals: New Caledonian crows insert tools to transport objects.,NA,NA,NA,,NA,NA,NA,Animal Cognition,NA,NA,NA,19,6,NA,NA,1249,1252,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,Nov-16,2016,"New Caledonian crows (Corvus moneduloides) rely heavily on a range of tools to extract prey. They manufacture novel tools, save tools for later use, and have morphological features that facilitate tool use. We report six observations, in two individuals, of a novel tool-use mode not previously reported in non-human animals. Insert-and-transport tool use involves inserting a stick into an object and then moving away, thereby transporting both object and tool. All transported objects were non-food objects. One subject used a stick to transport an object that was too large to be handled by beak, which suggests the tool facilitated object control. The function in the other cases is unclear but seems to be an expression of play or exploration. Further studies should investigate whether it is adaptive in the wild and to what extent crows can flexibly apply the behaviour in experimental settings when purposive transportation of objects is advantageous.",NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,0,5,0,8,NA,NA,1435-9448; 1435-9456,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Univ Lund, Dept Cognit Sci, Helgonavagen 3, Lund, S-22100, Sweden",NA,NA,NA,26/01/2017,ZOOREC:ZOOR15302009112,27437926
1,B,"Anderson, J.R.",,NA,NA,,,"Harcourt, Caroline S.; Sherwood, Bryan R.",NA,NA,NA,"Tool-use, manipulation and cognition in capuchin monkeys (Cebus).",NA,NA,NA,,NA,NA,NA,New perspectives in primate evolution & behaviour.,NA,NA,NA,,,NA,NA,127,146,NA,NA,NA,,NA,NA,NA,NA,NA,,Book chapter,2002,2002,,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,2,0,2,NA,NA,,NA,1-84103-008-2,NA,NA,NA,NA,NA,NA,NA,NA,"Department of Psychology, University of Stirling, Stirling, Scotland, FK9 4LA, United Kingdom",NA,NA,NA,01/01/2002,ZOOREC:ZOOR14001006164,NA
1,J,"Sept, Jeanne M.; Brooks, George E.",,NA,NA,,,,NA,NA,NA,"Reports of chimpanzee natural history, including tool use, in 16th- and 17th-century Sierra Leone.",NA,NA,NA,,NA,NA,NA,International Journal of Primatology,NA,NA,NA,15,6,NA,NA,867,878,NA,NA,NA,10.1007/BF02736073,NA,NA,NA,NA,NA,,Article,Dec-94,1994,,NA,NA,NA,NA,NA,NA,NA,NA,14,0,0,0,5,0,15,NA,NA,0164-0291,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,01/12/1994,ZOOREC:ZOOR13100046449,NA
1,B,"Sugiyama, Yukimaru",,NA,NA,,,"Berthelet, A.; Chavaillon, J.",NA,NA,NA,Local variation of tools and tool use among wild chimpanzee populations.,NA,NA,NA,,NA,NA,NA,The use of tools by human and nonhuman primates.,NA,NA,NA,,,NA,NA,175,190,NA,NA,NA,,NA,NA,NA,NA,NA,,Book chapter; Meeting paper,1993,1993,,NA,NA,NA,NA,NA,NA,NA,NA,33,0,0,0,9,0,35,NA,NA,,NA,0-19-852263-0,NA,NA,NA,NA,NA,NA,NA,NA,"Primate Research Institute, Kyoto University, Inuyama 484, Japan",NA,NA,NA,01/01/1993,ZOOREC:ZOOR13400020890,NA
1,J,"Gayou, D.C.",,NA,NA,,,,NA,NA,NA,Tool use by green jays.,NA,NA,NA,,NA,NA,NA,Wilson Bulletin,NA,NA,NA,94,4,NA,NA,593,594,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,1982[1983],1983,,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,8,0,15,NA,NA,0043-5643,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,01/01/1983,ZOOREC:ZOOR12000037673,NA
1,J,"Fayet, Annette L.; Hansen, Erpur Snaer; Biro, Dora",,NA,NA,"Hansen, Erpur Snar/V-1858-2018","Hansen, Erpur Snar/0000-0001-6899-2817; Farrar, Benjamin/0000-0001-8912-6133; Fayet, Annette/0000-0001-6373-0500; Biro, Dora/0000-0002-3408-6274",,NA,NA,NA,Evidence of tool use in a seabird.,NA,NA,NA,,NA,NA,NA,Proceedings of the National Academy of Sciences of the United States of America,NA,NA,NA,117,3,NA,NA,1277,1279,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,Jan 21 2020,2020,"Documenting novel cases of tool use in wild animals can inform our understanding of the evolutionary drivers of the behavior's emergence in the natural world. We describe a previously unknown tool-use behavior for wild birds, so far only documented in the wild in Primates and elephants. We observed 2 Atlantic puffins at their breeding colonies, one in Wales and the other in Iceland (the latter captured on camera), spontaneously using a small wooden stick to scratch their bodies. The importance of these observations is 3-fold. First, while to date only a single form of body-care-related tool use has been recorded in wild birds (anting), our finding shows that the wild avian tool-use repertoire is wider than previously thought and extends to contexts other than food extraction. Second, we expand the taxonomic breadth of tool use to include another group of birds, seabirds, and a different suborder (Lari). Third, our independent observations span a distance of more than 1,700 km, suggesting that occasional tool use may be widespread in this group, and that seabirds' physical cognition may have been underestimated.",NA,NA,NA,NA,NA,NA,NA,NA,29,0,1,0,18,0,33,NA,NA,0027-8424,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Univ Oxford, Dept Zool, Oxford, OX1 3PS, United Kingdom",NA,NA,NA,05/03/2020,ZOOREC:ZOOR15603022403,31889002
1,J,"Dutton, Paul; Chapman, Hazel",,NA,NA,,"Chapman, Hazel/0000-0001-8509-703X",,NA,NA,NA,"New tools suggest local variation in tool use by a montane community of the rare Nigeria-Cameroon chimpanzee, Pan troglodytes ellioti, in Nigeria.",NA,NA,NA,,NA,NA,NA,Primates,NA,NA,NA,56,1,NA,NA,89,100,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,Jan-15,2015,"Regional variations in tool use among chimpanzee subspecies and between populations within the same subspecies can often be explained by ecological constraints, although cultural variation also occurs. In this study we provide data on tool use by a small, recently isolated population of the endangered Nigeria-Cameroon chimpanzee Pan troglodytes ellioti, thus demonstrating regional variation in tool use in this rarely studied subspecies. We found that the Ngel Nyaki chimpanzee community has its own unique tool kit consisting of five different tool types. We describe a tool type that has rarely been observed (ant-digging stick) and a tool type that has never been recorded for this chimpanzee subspecies or in West Central Africa (food pound/grate stone). Our results suggest that there is fine- scale variation in tool use among geographically close communities of P. t. ellioti, and that these variations likely reflect both ecological constraints and cultural variation.",NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,6,0,8,NA,NA,0032-8332,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Univ Canterbury, Sch Biol Sci, Private Bag 4800, Christchurch, 8140, New Zealand",NA,NA,NA,30/04/2015,ZOOREC:ZOOR15105029742,25312510
1,J,"Ellis, J.",,NA,NA,,,,NA,NA,NA,Further notes on orang utan tool use.,NA,NA,NA,,NA,NA,NA,Ratel,NA,NA,NA,4,02-Mar,NA,NA,21,21,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,1977,1977,,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,01/01/1977,ZOOREC:ZOOR11400047620,NA
1,J,"Bandini, Elisa; Tennie, Claudio",,NA,NA,,"Tennie, Claudio/0000-0002-5302-4925",,NA,NA,NA,Exploring the role of individual learning in animal tool-use.,NA,NA,NA,,NA,NA,NA,PeerJ,NA,NA,NA,8,,NA,NA,e9877,e9877,NA,NA,NA,,NA,NA,NA,NA,NA,,Article,Sep 25 2020,2020,"The notion that tool-use is unique to humans has long been refuted by the growing number of observations of animals using tools across various contexts. Yet, the mechanisms behind the emergence and sustenance of these tool-use repertoires are still heavily debated. We argue that the current animal behaviour literature is biased towards a social learning approach, in which animal, and in particular primate, tool-use repertoires are thought to require social learning mechanisms (copying variants of social learning are most often invoked). However, concrete evidence for a widespread dependency on social learning is still lacking. On the other hand, a growing body of observational and experimental data demonstrates that various animal species are capable of acquiring the forms of their tool-use behaviours via individual learning, with (non-copying) social learning regulating the frequencies of the behavioural forms within (and, indirectly, between) groups. As a first outline of the extent of the role of individual learning in animal tool-use, a literature review of reports of the spontaneous acquisition of animal tool-use behaviours was carried out across observational and experimental studies. The results of this review suggest that perhaps due to the pervasive focus on social learning in the literature, accounts of the individual learning of tool-use forms by naive animals may have been largely overlooked, and their importance under-examined.",NA,NA,NA,NA,NA,NA,NA,NA,22,1,0,0,16,0,23,NA,NA,2167-8359,NA,,NA,NA,NA,NA,NA,NA,NA,NA,"Eberhard Karls Univ Tubingen, Dept Prehist & Quaternary Ecol, Tubingen, Germany",NA,NA,NA,23/11/2020,ZOOREC:ZOOR15612088956,33033659
