Name,Category,X2023.JIF,Group,Notes
Luscinia,NA,NA,NA,
LUSO JOURNAL OF SCIENCE AND TECHNOLOGY,NA,NA,NA,
Lyman Entomological Museum and Research Laboratory Note,NA,NA,NA,
Lynx,NA,NA,NA,
Madoqua,NA,NA,NA,
Madoqua (Ser 1),NA,NA,NA,
Mainzer Naturwissenschaftliches Archiv,NA,NA,NA,
Makropode,NA,NA,NA,
Malayan Naturalist,NA,NA,NA,
Malayan Nature Journal,NA,NA,NA,
Malaysian Applied Biology,NA,NA,NA,
Malaysian Forester,NA,NA,NA,
Malimbus,ORNITHOLOGY,0.1,Taxon,
Mammal Review,ECOLOGY,4.3,Taxon,
Mammal Study,ZOOLOGY,0.8,Taxon,
Mammalia,ZOOLOGY,0.8,Taxon,
Mammalia Paris,ZOOLOGY,0.8,Taxon,
Mammalian Biology,ZOOLOGY,1.9,Taxon,
Man (London),NA,NA,NA,
New Zealand Journal of Marine and Freshwater Research,FISHERIES,1.4,Applied,"From journal website: ""Aims: The diversity of aquatic environments in the southern continents and oceans is of worldwide interest to researchers and resource managers in research institutions, museums, and other centres. The New Zealand Journal of Marine and Freshwater Research plays an important role in disseminating information on observational, experimental, theoretical and numerical research on the marine, estuarine and freshwater environments of the region.Scope of submissions: The New Zealand Journal of Marine and Freshwater Research is an international journal that publishes original research papers, review papers, short communications, book reviews, letters and forum articles. We welcome submissions on all aspects of aquatic science in habitats ranging from lakes, streams and wetlands, to rocky shores, fjords and the open ocean. The journal places particular emphasis on Australasia, South America, Antarctica, and the Pacific and Southern oceans. The journal’s subject matter includes ecology, aquaculture and fisheries, genetics, biodiversity, bioinvasions, physical oceanography, limnology, hydrology, aquatic biotechnology, and aquatic chemistry."""
Marine Biology (Berlin),MARINE & FRESHWATER BIOLOGY,2.1,Ecology,"From journal website: ""Journal of Natural History is an international zoological journal publishing original research and reviews in evolutionary biology and ecology. It maintains its historical niche by publishing a broad range of systematics papers on a"
Marine Ecology,MARINE & FRESHWATER BIOLOGY,1.5,Ecology,"From journal website: ""Marine Ecology is an international marine biology journal devoted to the study of critical interactions between organisms, populations and communities with their surrounding environment, as well as the contribution of biodiversity to the functioning of marine ecosystems.

Our aim is to contribute to the knowledge of marine habitats and ecosystems, across regions at all latitudes and depths, to increase understanding of natural marine systems. We commit to publishing experimental research, field studies, metanalyses and reviews. Our published work provides findings of interest to a worldwide readership of ecologists!"" basic rather than applied focus"
Reviews in Fish Biology and Fisheries,FISHERIES,5.9,Applied,"From journal website: ""Reviews in Fish Biology and Fisheries is an international journal that publishes original and review articles on various aspects of fish and fisheries biology.
- Coverage includes evolutionary biology, biogeography, molecular ecology, stock identification, genetics and genetic manipulation, physiology, and environmental stress responses
- Provides an up-to-date synopsis for research workers with an outline of the next problems to tackle
- Furnishes non-specialist fish biologists with an awareness and understanding of the field"""
Quaternary International,"GEOGRAPHY, PHYSICAL",1.9,Other_bio,"From journal website: ""Quaternary International, the official journal of the International Union for Quaternary Research (INQUA), publishes peer-reviewed high-quality research articles that reflect recent advances in all the disciplines of Quaternary science and that appeal to the wide audience of the global Quaternary community. In addition to regular submissions, special issues that are organized by leading scientists for addressing major scientific questions in contemporary Quaternary research are welcomed."" Difficult because also covers humans but not sufficiently human focused to be anthro."
Marine Geology,"GEOSCIENCES, MULTIDISCIPLINARY",2.6,Other_bio,
Marine Mammal Science,ZOOLOGY,2,Taxon,
Marine Ornithology,ORNITHOLOGY,0.8,Taxon,
Marine Pollution Bulletin,ENVIRONMENTAL SCIENCES,5.3,Applied,
Martin-Luther-Universitaet Halle-Wittenberg Wissenschaftliche Beitraege,NA,NA,NA,
Massachusetts Audubon,NA,NA,NA,
Mastozoologia Neotropical,NA,NA,NA,
Material und Organismen (Berlin),NA,NA,NA,
Mauri Ora,NA,NA,NA,
Medical Biology (Helsinki),NA,NA,NA,
Mellifera,NA,NA,NA,
Memoires et Travaux de l'Institut de Montpellier de l'Ecole Pratique des Hautes Etudes,NA,NA,NA,
Memoirs of Beijing Natural History Museum,NA,NA,NA,
Memoirs of the California Academy of Sciences,NA,NA,NA,
Memoirs of the Entomological Society of Washington,NA,NA,NA,
Memoirs of the Queensland Museum,NA,NA,NA,
Memoranda Societatis pro Fauna et Flora Fennica,NA,NA,NA,
Memoria de la Fundacion la Salle de Ciencias Naturales,NA,NA,NA,
Memoria de la Sociedad de Ciencias Naturales La Salle,NA,NA,NA,
Memorias do Museu do Mar Serie Zoologica (Cascais),NA,NA,NA,
Mertensiella,NA,NA,NA,
Methods in Ecology and Evolution,ECOLOGY,6.3,Ecology,
Metodos en Ecologia y Sistematica,NA,NA,NA,
Michigan Academician,NA,NA,NA,
Journal of South American Earth Sciences,"GEOSCIENCES, MULTIDISCIPLINARY",1.7,Applied,"Covers both basic and applied, erring on the side of applied. From journal website: ""Including Mexico, Central America, The Caribbean and The Antarctic PeninsulaPapers must have a regional appeal and should present work of more than local significance. Research papers dealing with the regional geology of South American cratons and mobile belts, within the following research fields:

Economic geology, metallogenesis and hydrocarbon genesis and reservoirs

Geophysics, geochemistry, volcanology, igneous and metamorphic petrology

Tectonics, neo- and seismotectonics, geodynamic modelling, structure and basin evolution

Geomorphology, geological hazards, environmental geology, climate change in South America and Antarctica, and soil research

Stratigraphy and sedimentology

Paleontology, paleoecology, paleoclimatology and Quaternary geology

Water resources, watershed dynamics, hydrology and the water cycle, effects of climate change on water resources and availability"""
Migrant,NA,NA,NA,
Mikroskopie,NA,NA,NA,
Milu,NA,NA,NA,
Mirafra,NA,NA,NA,
Miscellaneous Publications Museum of Zoology University of Michigan,NA,NA,NA,
Miscellaneous Publications of the Entomological Society of America,NA,NA,NA,
Miscellaneous Reports of the Yamashina Institute of Ornithology,NA,NA,NA,
Miscellania Zoologica (Barcelona),NA,NA,NA,
Mitteilungen der Arbeitsgemeinschaft Ostwestfaelisch-Lippischer Entomologen,NA,NA,NA,
Mitteilungen der Arbeitsgemeinschaft Westfaelischer Entomologen,NA,NA,NA,
Mitteilungen der Deutschen Gesellschaft fuer Allgemeine und Angewandte Entomologie,NA,NA,NA,
Mitteilungen der Entomologischen Gesellschaft Basel,NA,NA,NA,
Mitteilungen der Naturforschenden Gesellschaft in Bern,NA,NA,NA,
Mitteilungen der Ornithologischen Arbeitsgruppe SWA (Sued West Afrika) Wissenschaftlichen Gesellschaft,NA,NA,NA,
Mitteilungen der Schweizerischen Entomologischen Gesellschaft,NA,NA,NA,
Mitteilungen des Internationalen Entomologischen Vereins E.V. Frankfurt A.M.,NA,NA,NA,
Mitteilungen des Vereins Saechsischer Ornithologen,NA,NA,NA,
Mitteilungen Saechsischer Entomologen,NA,NA,NA,
Molecular Ecology,ECOLOGY,4.5,Ecology,
Molecular Ecology Notes,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE,2.384,Ecology,
Molecular Phylogenetics and Evolution,GENETICS & HEREDITY,3.6,Other_bio,
Monitore Zoologico Italiano,NA,NA,NA,
Monitore Zoologico Italiano Supplemento,NA,NA,NA,
Monographiae Biologicae,NA,NA,NA,
Monticola,NA,NA,NA,
Munster Jahresber Prov Ver Wiss,NA,NA,NA,
Murrelet,NA,NA,NA,
Muruk,NA,NA,NA,
Mushi,NA,NA,NA,
Myrmecological News,ENTOMOLOGY,3.8,Taxon,
Myrmecologische Nachrichten,NA,NA,NA,
Nachrichten des Entomologischen Vereins Apollo,NA,NA,NA,
Nachrichtenblatt der Bayerischen Entomologen,NA,NA,NA,
National Geographic Research,NA,NA,NA,
National Wildlife and Conservation Digest,NA,NA,NA,
Nationalpark Berchtesgaden Forschungsbericht,NA,NA,NA,
Natturufraedingurinn,NA,NA,NA,
Natur og Museum (Arhus),NA,NA,NA,
Natur und Heimat,NA,NA,NA,
Natur und Mensch (Nuremberg),NA,NA,NA,
Natur und Museum Frankfurt a M,NA,NA,NA,
Natura - Limburg,NA,NA,NA,
Natura Alpina,NA,NA,NA,
Natura Bresciana,NA,NA,NA,
Natura Bucuresti Ser Biol,NA,NA,NA,
Natura e Montagna,NA,NA,NA,
Natura Montenegrina,NA,NA,NA,
Marine and Freshwater Research,LIMNOLOGY,1.8,Applied,"Fisheries is second cat. From journal website: ""Marine and Freshwater Research is an international and interdisciplinary journal publishing contributions on all aquatic environments. The journal’s content addresses broad conceptual questions and investigations about the ecology and management of aquatic environments."""
Natural Hist New York,ECOLOGY,0.1,Ecology,"<0.1 = 0.1. From journal website: ""The journal scope covers all aspects of theoretical and life sciences in addition to engineering and interdisciplinary topics. """
Natural History,ECOLOGY,0.1,Ecology,"From journal website: ""The journal scope covers all aspects of theoretical and life sciences in addition to engineering and interdisciplinary topics. """
Natural History Bulletin of Ibaraki University,NA,NA,NA,
Natural History New York,ECOLOGY,0.1,Ecology,"From journal website: ""The journal scope covers all aspects of theoretical and life sciences in addition to engineering and interdisciplinary topics. """
Naturaleza Aragonesa,NA,NA,NA,
Naturalia (Rio Claro),NA,NA,NA,
Naturalist (Port Elizabeth),NA,NA,NA,
Naturalist (Sheffield),NA,NA,NA,
Naturalista Siciliano,NA,NA,NA,
Naturaliste Canadien,NA,NA,NA,
Naturaliste Canadien (Quebec),NA,NA,NA,
Nature (London),MULTIDISCIPLINARY SCIENCES,50.5,General,No second cat. 
Nature & Insects,NA,NA,NA,
Nature & Life SE Asia,NA,NA,NA,
Nature Communications,MULTIDISCIPLINARY SCIENCES,14.7,General,No second cat. 
Nature Conservation Research,BIODIVERSITY CONSERVATION,1.2,Applied,
Nature Ecology & Evolution,ECOLOGY,13.9,Ecology,
Nature London,MULTIDISCIPLINARY SCIENCES,50.5,General,No second cat. 
Nature Malaysiana,NA,NA,NA,
Nature Reviews Genetics,GENETICS & HEREDITY,39.1,Other_bio,
Naturen (Oslo),NA,NA,NA,
Naturwissenschaften,MULTIDISCIPLINARY SCIENCES - SCIE,2.221,General,"No second cat. JCR year 2016. From journal website: ""The Science of Nature - Naturwissenschaften - is Springer's flagship multidisciplinary science journal. The journal is dedicated to the fast publication and global dissemination of high-quality research and invites papers, which are of interest to the broader community in the biological sciences. Contributions from the chemical, geological, and physical sciences are welcome if contributing to questions of general biological significance. """
Natuurhistorische en Andere Notities,NA,NA,NA,
Nauchni Trudove Plovdivski Universitet Paisii Khilendarski,NA,NA,NA,
Nauchnye Doklady Vysshei Shkoly Biologicheskie Nauki,NA,NA,NA,
Nauchnye Issledovaniya v Zoologicheskikh Parkakh,NA,NA,NA,
Nauka za Gorata,NA,NA,NA,
Nautilus Philadelphia,NA,NA,NA,
Navorsinge van die Nasionale Museum (Bloemfontein),NA,NA,NA,
Nederlandse Faunistische Mededelingen,NA,NA,NA,
Nemus,NA,NA,NA,
Bulletin of Marine Science,MARINE & FRESHWATER BIOLOGY,1.5,Applied,"Applied and basic. From journal website: ""The Bulletin of Marine Science is a hybrid open access journal dedicated to the dissemination of research dealing with the waters of the world’s oceans. All aspects of marine science are treated by the Bulletin of Marine Science, including papers in marine biology, biological oceanography, fisheries, marine policy, applied marine physics, marine geology and geophysics, marine and atmospheric chemistry, meteorology, and physical oceanography."""
Coral Reefs,MARINE & FRESHWATER BIOLOGY,2.7,Applied,"Applied and basic. From journal website: ""Coral Reefs is a multidisciplinary journal focusing on diverse aspects of coral reef science and management."""
Neotropical Entomology,ENTOMOLOGY,1.4,Taxon,
Neotropical Ichthyology,ZOOLOGY,2,Taxon,
Neotropical Primates,NA,NA,NA,
Nest structure Kontyu,NA,NA,NA,
Netherlands Journal of Zoology,ZOOLOGY - SCIE,0.5,Zoology,
Neue Brehm-Buecherei,NA,NA,NA,
Neuroendocrinology,NEUROSCIENCES,3.2,Cognition,
Neuroscience Letters,NEUROSCIENCES,2.5,Cognition,
New Zealand Bird Notes,NA,NA,NA,
Frontiers in Marine Science,MARINE & FRESHWATER BIOLOGY,2.8,Applied,"Applied and basic. From journal website: ""Frontiers in Marine Science is an interdisciplinary journal that advances our understanding of marine species, ecosystems, and processes as well as human interactions with, and impacts on, ocean environments."""
New Zealand Journal of Science,NA,NA,NA,
New Zealand Journal of Zoology,ZOOLOGY,0.9,Zoology,
New Zealand Plant Protection,NA,NA,NA,
Newsletter Dorset Naturalists' Trust,NA,NA,NA,
Newsletter for Birdwatchers,NA,NA,NA,
Newsletter to Members Laboratory of Ornithology Cornell University,NA,NA,NA,
NOAA Technical Memorandum NMFS-SEFSC,NA,NA,NA,
Nordic Journal of Freshwater Research,NA,NA,NA,
Nordisk Herpetologisk Forening,NA,NA,NA,
Norfolk & Norwich Naturalists Society Transactions,NA,NA,NA,
North American Bird Bander,NA,NA,NA,
North American Journal of Fisheries Management,FISHERIES,1.3,Applied,
North Queensland Naturalist,NA,NA,NA,
North Western Naturalist Arbroath,NA,NA,NA,
Northamptonshire Bird Report,NA,NA,NA,
Northeastern Naturalist,ECOLOGY,0.5,Ecology,"From journal website: ""Northeastern Naturalist publishes natural history research related to all aspects of the biology and ecology of the organisms and environments of northeastern North America."""
Northwest Science,ECOLOGY,0.5,Ecology,
Northwestern Naturalist,NA,NA,NA,
Norwegian Journal of Entomology,NA,NA,NA,
Nos Oiseaux,NA,NA,NA,
Nos Oiseaux Supplement,NA,NA,NA,
Notas del Museo de La Plata Zoologia,NA,NA,NA,
Notatki Ornitologiczne,NA,NA,NA,
Notornis,ORNITHOLOGY,0.2,Taxon,
Notulae Entomologicae,NA,NA,NA,
Notulas Faunisticas,NA,NA,NA,
Nouvelle Revue d'Entomologie,NA,NA,NA,
Novedades Colombianas Nueva Epoca,NA,NA,NA,
Novoe v Zhizni Nauke Tekhnike Seriya Biologiya,NA,NA,NA,
Nuestras Aves,NA,NA,NA,
Nyala,NA,NA,NA,
Nymphaea,NA,NA,NA,
Occasional Papers of the Department of Life Sciences University of the West Indies,NA,NA,NA,
Occasional Papers of the Museum of Zoology University of Michigan Ann Arbor,NA,NA,NA,
Occasional Publications by the Entomological Society of Japan,NA,NA,NA,
Ocean and Polar Research,NA,NA,NA,
Ochrana Fauny,NA,NA,NA,
OCS Study Report MMS,NA,NA,NA,
Oecologia (Berlin),ECOLOGY,2.3,Ecology,
Oecologia Berl,ECOLOGY,2.3,Ecology,
Oeko-L,NA,NA,NA,
Oekologie der Voegel,NA,NA,NA,
Oesterreichische Zoologische Zeitschrift,NA,NA,NA,
Ohio J. Sci.,ZOOLOGY - SCIE,0.114,Zoology,JCR year 2009
Hydrobiologia,MARINE & FRESHWATER BIOLOGY,2.2,Ecology,"Sems to emphasise basic research. From journal website: ""Hydrobiologia publishes original research, reviews and opinions investigating the biology of freshwater and marine environments, including the impact of human activities. We welcome molecular-, organism-, community- and ecosystem-level studies in contributions dealing with limnology and oceanography, including systematics and aquatic ecology. Hypothesis-driven research is preferred, but conceptual papers or articles with large descriptive content will also be considered. In all cases, the investigation has to be clearly embedded in a theoretical framework and be relevant to a broad hydrobiological audience. Applied aspects will be considered if firmly embedded in an ecological context. Hydrobiologia is no longer a preferred publication avenue for purely physical, chemical or toxicological studies, unless a clear link to biological aspects can be demonstrated. """
Oikos,ECOLOGY,3.1,Ecology,
Oiseau,NA,NA,NA,
Oiseau et la Revue Francaise d'Ornithologie,NA,NA,NA,
Oiseau Paris,NA,NA,NA,
Oman Bird News,NA,NA,NA,
Ontario Birds,NA,NA,NA,
Ontario Insects,NA,NA,NA,
Opuscula Zoologica (Budapest),NA,NA,NA,
Oregon Birds,NA,NA,NA,
Oriole,NA,NA,NA,
Oriolus,NA,NA,NA,
Orkney Bird Report,NA,NA,NA,
Orn. Beob.,NA,NA,NA,
Ornis Fennica,ORNITHOLOGY,1,Taxon,
Ornis Hungarica,ORNITHOLOGY,0.4,Taxon,
Ornis Norvegica,NA,NA,NA,
Ornis Polonica,NA,NA,NA,
Ornis scand.,NA,NA,NA,
Ornis Scandinavica,NA,NA,NA,
Ornis Svecica,NA,NA,NA,
Ornithological Monographs,NA,NA,NA,
Ornithological Observations,NA,NA,NA,
Ornithological Science,ORNITHOLOGY,0.5,Taxon,
Ornithologische Beobachter,NA,NA,NA,
Ornithologische Berichte Darmstadt,NA,NA,NA,
Ornithologische Jahresberichte des Museum Heineanum,NA,NA,NA,
Ornithologische Jahresberichte des Museums Heineanum,NA,NA,NA,
Ornithologische Jahreshefte fuer Baden-Wuerttemberg,NA,NA,NA,
Ornithologische Mitteilungen,NA,NA,NA,
Ornithologische Mitteilungen Gottingen,NA,NA,NA,
Ornithologische Monatsberichte,NA,NA,NA,
Ornithologische Schnellmitteilungen fuer Baden-Wuerttemberg,NA,NA,NA,
Ornithologischer Anzeiger,NA,NA,NA,
Ornithology Research,ORNITHOLOGY,1.4,Taxon,
Ornithos,NA,NA,NA,
Ornitologia Colombiana,NA,NA,NA,
Ornitologia Neotropical,ORNITHOLOGY,0.2,Taxon,
Ornitologicheski Informatsionen Byuletin,NA,NA,NA,
Ornitologiya,NA,NA,NA,
Oryx,ECOLOGY,2.2,Applied,"Website describes as ""The International Journal of Conservation"""
Osmia,NA,NA,NA,
Ostrich,ORNITHOLOGY,1.3,Taxon,
Ostrich Pretoria,ORNITHOLOGY,1.3,Taxon,
Our Nature,NA,NA,NA,
Oxford Ornithology Series,NA,NA,NA,
Oxford Surveys in Evolutionary Biology,NA,NA,NA,
P Nat Hist Soc Glasgow,NA,NA,NA,
Pakistan Journal of Zoology,ZOOLOGY,0.5,Zoology,
Palaeogeography Palaeoclimatology Palaeoecology,"GEOGRAPHY, PHYSICAL",2.6,Ecology,"From journal website: ""Palaeogeography, Palaeoclimatology, Palaeoecology publishes high quality studies in the field of palaeoenvironmental geoscience. We seek submissions that address broad scientific questions of interest to a wide international community and focus on significant events in the evolution of life and environment. The reach of the journal covers the entire deep-time history of the biosphere from the Archaean through to the Quaternary. A key criterion for consideration is that submissions address some key aspect of palaeoenvironmental change as their major theme including, but not limited to, studies of palaeoecology, palaeoclimatology, and palaeobiogeography. We also look favourably on submissions that use a multi-disciplinary approach and/or bring together large quantitative datasets. As the journal aims to cut across the boundaries of established sciences, every effort should be made to present research findings in a way that is understandable for a general readership."""
Palaeontology,PALEONTOLOGY,2.5,Other_bio,
Paleoanthropology,NA,NA,NA,
Pan Africa News,NA,NA,NA,
Pan-Pacif. Ent.,ENTOMOLOGY,0.6,Taxon,
Pan-Pacific Entomologist,ENTOMOLOGY,0.6,Taxon,
PANS,NA,NA,NA,
Papeis Avulsos de Zoologia (Sao Paulo),NA,NA,NA,
Papers and Proceedings of the Royal Society of Tasmania,NA,NA,NA,
Papers on Game Research Helsinki,NA,NA,NA,
Papua New Guinea Bird Society Newsletter,NA,NA,NA,
Journal of Sea Research,MARINE & FRESHWATER BIOLOGY,2.1,Applied,"Applied and basic. From journal website: ""The Journal of Sea Research is an international and multidisciplinary periodical on marine research, with an emphasis on understandings of marine processes in ocean basins, marginal seas, estuaries, and coastal zones. The journal will publish original research papers, review articles, and short communications from various aspects including physical, biological and chemical oceanography, marine geology and ecology, ocean engineering and management. We welcome research using multiple platform observations, laboratory experiments, numerical models and theoretical studies. Some volumes will be devoted to collections of papers and conference proceedings of exceptional interest."""
Parasitology,PARASITOLOGY,2.1,Other_bio,
Parasitology Research,PARASITOLOGY,1.8,Other_bio,
Parasitology Today,PARASITOLOGY - SCIE,7.253,Other_bio,JCR year 2002
Passenger Pigeon,NA,NA,NA,
Pavo,NA,NA,NA,
Peckhamia,NA,NA,NA,
Journal of the Marine Biological Association of the United Kingdom,MARINE & FRESHWATER BIOLOGY,1.1,Applied,"Applied and basic: ""Journal of the Marine Biological Association UK (JMBA) is an international journal, publishing original research and reviews on all aspects of marine biology, to support the aims of the MBA. The topics of present interest for JMBA are: - Marine ecology, behaviour and fisheries; - Biodiversity and population studies of marine ecosystems, especially potential impacts of global warming, ocean acidification and climate change on ecosystem resilience; - Physiology, biochemistry, genetics and molecular biology of marine organisms, including microbiology, particularly related to the integrative ecophysiology of marine organisms - Taxonomic syntheses, including molecular phylogenies; - Morphology, life history and developmental biology of marine organisms, especially model systems; - Chemical and physical oceanography, as directly relevant to marine biology; - Marine environmental health, and in particular its relationship to human health and well-being. In addition to papers describing original research, the journal will also publish short reviews and original viewpoints on topics of current marine biological interest."""
PeerJ,MULTIDISCIPLINARY SCIENCES,2.3,General,"No second cat. From journal website: ""Our flagship journal, PeerJ is a peer-reviewed Open Access journal in the Biological, Medical and Environmental Sciences. """
Mediterranean Marine Science,MARINE & FRESHWATER BIOLOGY,2.3,Applied,"Applied and basic. From journal website: ""The journal welcomes original research articles, short communications, ''New Mediterranean Biodiversity records'', ''New records of rare species in the Mediterranean Sea'', extended reviews, comments, and Theme sections in all fields of Oceanography, Marine Biology, Marine Conservation, Fisheries and Aquaculture in the Mediterranean area and the adjacent regions. """
Peregrine,NA,NA,NA,
Pernatye Khishchniki i ikh Okhrana,NA,NA,NA,
Perspectives on Human Evolution,NA,NA,NA,
Pesquisa Antartica Brasileira,NA,NA,NA,
Pest Management and Economic Zoology,NA,NA,NA,
Philippia,NA,NA,NA,
Philippine Entomologist,NA,NA,NA,
Philippine Journal of Science,NA,NA,NA,
Phoenix,NA,NA,NA,
Photographie und Forschung Dresden,NA,NA,NA,
Phyllomedusa,ZOOLOGY,0.6,Taxon,"PHYLLOMEDUSA publishes original research articles, short communications and review papers concerning the whole field of Herpetology. PHYLLOMEDUSA also maintains sections for Book Reviews. Manuscripts will be considered on condition that they have not been published elsewhere or are not under consideration for publication, in whole or in part, in another journal or book. Publication in PHYLLOMEDUSA, including color pictures, is free of charge. All manuscripts are subject to peer review. This process averages 90 days. Authors receive pdf proofs before publication and 30 reprints free of charge. Full-text pdf versions of all articles are available for free download in this homepage.
Scope
Manuscripts must contain significant new findings of fundamental and general herpetological interest and may not be considered if they do not meet these criteria. Surveys and descriptions of new species are published only where there is sufficient new biological information or taxonomic revision also involved to render the paper of general herpetological interest. Low priority is given to confirmatory studies, works that are primarily descriptive in nature, investigations primarily of local or regional interest, techniques unless of broad application, species range extensions, and descriptions of phenomena based on scanty data. Manuscripts should include a clear statement of purpose and/or hypothesis to be tested by the work, and may be rejected if this is lacking
Articles published in PHYLLOMEDUSA are indexed in the following databases: Web of Science (Science Citation Index Expanded), SCOPUS, Dimensions, Zoological Record, BIOSIS Previews, CABI Publishing, Current Contents (Agriculture, Biology & Environmental Sciences), and DOAJ (Directory of Open Access Journals). JCR (2021) = 0.500."
Physiologia Bohemoslovenica,NA,NA,NA,
Physiological and Biochemical Zoology,ZOOLOGY,1.8,Ecology,"From journal website: ""First published in 1928 as Physiological Zoology, the title was changed to Physiological and Biochemical Zoology in 1999. In 2024, the title was changed to Ecological and Evolutionary Physiology."" Description now: ""Ecological and Evolutionary Physiology primarily publishes original research examining fundamental questions about how the ecological environment and/or evolutionary history interact with physiological function, as well as the ways physiology may constrain behavior. For EEP, physiology denotes the study of function in the broadest sense, across levels of organization from molecules to morphology to organismal performance and on behavior and life history traits."". Ecology rather than zoology given eco focus"
Physiological Zoology,PHYSIOLOGY - SCIE,2.543,Zoology,JCR year 2000
Physiological Zoology Chicago,PHYSIOLOGY - SCIE,2.543,Zoology,
Physiology & Behavior,"PSYCHOLOGY, BIOLOGICAL",2.4,Cognition,
Physiology and Ecology Japan,NA,NA,NA,
Physis,NA,NA,NA,
Physis (Buenos Aires),NA,NA,NA,
Physis Seccion C los Continentes y los Organismos Terrestres,NA,NA,NA,
Physis Secciones A B y C (Buenos Aires),NA,NA,NA,
Phytophylactica,NA,NA,NA,
Pianura,NA,NA,NA,
Picus,NA,NA,NA,
Pirineos,NA,NA,NA,
PLoS Biology,BIOLOGY,7.8,General,"Second cat is biochemical and molecular bio. From journal website: ""PLOS Biology is the flagship PLOS journal in the life sciences and features works of exceptional significance, originality, and relevance in all areas of biological science and at every scale; from molecules to ecosystems, including works at the interface of other disciplines."""
PLoS Genetics,GENETICS & HEREDITY,4,Other_bio,
PLoS ONE,MULTIDISCIPLINARY SCIENCES,2.9,General,No second cat
Podoces,NA,NA,NA,
Poeyana,NA,NA,NA,
Polar Biology,ECOLOGY,1.5,Ecology,"From journal website: ""Polar Biology is a hub for biologists researching the diverse ecosystems of polar and subpolar regions."""
Polish Journal of Ecology,ECOLOGY,0.4,Ecology,
Polskie Pismo Entomologiczne,NA,NA,NA,
Polskie Towarzystwo Entomologiczne Klucze do Oznaczania Owadow Polski,NA,NA,NA,
Povolzhskii Ekologicheskii Zhurnal,NA,NA,NA,
Practical Fishkeeping,NA,NA,NA,
Prairie Naturalist,NA,NA,NA,
Pratique Medicale & Chirurgicale de l'Animal de Compagnie,NA,NA,NA,
Primate Conservation,NA,NA,NA,
Primate Report,NA,NA,NA,
Primate Research,NA,NA,NA,
Primates,ZOOLOGY,1.3,Taxon,
Priroda (Moscow),NA,NA,NA,
Priroda (Sofia),NA,NA,NA,
Priroda (Zagreb),NA,NA,NA,
Priroda Moskva,NA,NA,NA,
Prirodovedne Prace Ustavu Ceskoslovenske Akademie Ved v Brne,NA,NA,NA,
Problemi Obshchei i Molekularnoi Biologii,NA,NA,NA,
Proc. Neb. Acad. Sci. Affl. Soc.,NA,NA,NA,
Proceedings and Transactions of the Texas Academy of Science,NA,NA,NA,
"Proceedings of the 2nd International Conference on Bioscience, Biotechnology, and Biometrics 2019. Lombok, Indonesia - 13-14 August 2019.",NA,NA,NA,
Proceedings of the Annual Conference Southeastern Association of Fish and Wildlife Agencies,NA,NA,NA,
Proceedings of the California Academy of Sciences,NA,NA,NA,
Proceedings of the Coventry and District Natural History and Scientific Society,NA,NA,NA,
Proceedings of the Entomological Society of Washington,ENTOMOLOGY,0.4,Taxon,
Proceedings of the Estonian Academy of Sciences Biology Ecology,NA,NA,NA,
Proceedings of the Florida Academy of Sciences,NA,NA,NA,
Proceedings of the Indian Academy of Sciences,NA,NA,NA,Ambiguous journal name
Proceedings of the Indian Academy of Sciences Animal Sciences,NA,NA,NA,
Proceedings of the Indian National Science Academy Part B Biological Sciences,NA,NA,NA,
Proceedings of the International Symposium on Social Insects in the Tropics,NA,NA,NA,
Proceedings of the Iowa Academy of Science,NA,NA,NA,
Proceedings of the Koninklijke Nederlandse Akademie van Wetenschappen Series C Biological and Medical Sciences,NA,NA,NA,
Proceedings of the National Academy of Sciences of the United States of America,MULTIDISCIPLINARY SCIENCES,9.4,General,No second cat
Proceedings of the National Academy of Sciences of the United States of America Biological Sciences,MULTIDISCIPLINARY SCIENCES,9.4,General,No second cat
Proceedings of the Netherlands Entomological Society Meeting,NA,NA,NA,
Proceedings of the Oklahoma Academy of Science,NA,NA,NA,
Proceedings of the Pennsylvania Academy of Science,NA,NA,NA,
Proceedings of the Royal Entomological Society of London (A),NA,NA,NA,
Proceedings of the Royal Society Biological Sciences Series B,ECOLOGY,3.8,General,"Bio is second cat. From journal website: ""Proceedings B is the Royal Society’s flagship biological research journal, accepting original articles and reviews of outstanding scientific importance and broad general interest. The main criteria for acceptance are that a study is novel, and has general significance to biologists. Articles published cover the breadth of the biological sciences; many but not all articles have direct relevance to organisms and the environments in which they live. The scope of articles that we publish includes, but is not limited to: behaviour, development, physiology, ecology, evolution, genetics, genomics, global change, conservation, morphology, biomechanics, neuroscience, cognition and paleobiology. Authors are encouraged to submit articles not only in these fields, but in all branches of biology."""
Proceedings of the Royal Society of London Series B Biological Sciences,ECOLOGY,3.8,General,"Bio is second cat. From journal website: ""Proceedings B is the Royal Society’s flagship biological research journal, accepting original articles and reviews of outstanding scientific importance and broad general interest. The main criteria for acceptance are that a study is novel, and has general significance to biologists. Articles published cover the breadth of the biological sciences; many but not all articles have direct relevance to organisms and the environments in which they live. The scope of articles that we publish includes, but is not limited to: behaviour, development, physiology, ecology, evolution, genetics, genomics, global change, conservation, morphology, biomechanics, neuroscience, cognition and paleobiology. Authors are encouraged to submit articles not only in these fields, but in all branches of biology."""
