Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,% of OA Gold
CELL DEATH AND DIFFERENTIATION,CELL DEATH DIFFER,SPRINGERNATURE,1350-9047,1476-5403,CELL BIOLOGY,SCIE,"30,898",13.7,Q1,1.97,49.80%
Physics of Life Reviews,PHYS LIFE REV,ELSEVIER,1571-0645,1873-1457,BIOLOGY,SCIE,"2,213",13.7,Q1,1.97,39.13%
Physics of Life Reviews,PHYS LIFE REV,ELSEVIER,1571-0645,1873-1457,BIOPHYSICS,SCIE,"2,213",13.7,Q1,1.97,39.13%
Lancet Regional Health-Europe,LANCET REG HEALTH-EU,ELSEVIER,2666-7762,2666-7762,HEALTH CARE SCIENCES & SERVICES,SCIE,"4,173",13.6,Q1,5.59,95.69%
Lancet Regional Health-Europe,LANCET REG HEALTH-EU,ELSEVIER,2666-7762,2666-7762,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE, SSCI","4,173",13.6,Q1,5.59,95.69%
Energy Economics,ENERG ECON,ELSEVIER,0140-9883,1873-6181,ECONOMICS,SSCI,"45,860",13.6,Q1,4.32,18.45%
TRENDS IN GENETICS,TRENDS GENET,CELL PRESS,0168-9525,1362-4555,GENETICS & HEREDITY,SCIE,"13,732",13.6,Q1,1.73,45.85%
Protein & Cell,PROTEIN CELL,OXFORD UNIV PRESS,1674-800X,1674-8018,CELL BIOLOGY,SCIE,"7,515",13.6,Q1,1.47,92.73%
Lancet Healthy Longevity,LANCET HEALTH LONGEV,ELSEVIER,2666-7568,2666-7568,GERIATRICS & GERONTOLOGY,ESCI,"2,102",13.4,Q1,3.15,77.25%
Nano Convergence,NANO CONVERG,SPRINGER,2196-5404,2196-5404,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"2,915",13.4,Q1,1.2,100%
Nano Convergence,NANO CONVERG,SPRINGER,2196-5404,2196-5404,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"2,915",13.4,Q1,1.2,100%
Nano Convergence,NANO CONVERG,SPRINGER,2196-5404,2196-5404,"PHYSICS, APPLIED",SCIE,"2,915",13.4,Q1,1.2,100%
JOURNAL OF CLINICAL INVESTIGATION,J CLIN INVEST,AMER SOC CLINICAL INVESTIGATION INC,0021-9738,1558-8238,"MEDICINE, RESEARCH & EXPERIMENTAL",SCIE,"116,288",13.3,Q1,3.45,66.61%
Chemical Engineering Journal,CHEM ENG J,ELSEVIER SCIENCE SA,1385-8947,1873-3212,"ENGINEERING, CHEMICAL",SCIE,"379,191",13.3,Q1,1.88,6.96%
Chemical Engineering Journal,CHEM ENG J,ELSEVIER SCIENCE SA,1385-8947,1873-3212,"ENGINEERING, ENVIRONMENTAL",SCIE,"379,191",13.3,Q1,1.88,6.96%
Computer Science Review,COMPUT SCI REV,ELSEVIER,1574-0137,1876-7745,"COMPUTER SCIENCE, INFORMATION SYSTEMS",SCIE,"3,805",13.3,Q1,1.35,17.86%
Computer Science Review,COMPUT SCI REV,ELSEVIER,1574-0137,1876-7745,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",SCIE,"3,805",13.3,Q1,1.35,17.86%
Computer Science Review,COMPUT SCI REV,ELSEVIER,1574-0137,1876-7745,"COMPUTER SCIENCE, THEORY & METHODS",SCIE,"3,805",13.3,Q1,1.35,17.86%
Nano Today,NANO TODAY,ELSEVIER SCI LTD,1748-0132,1878-044X,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"17,293",13.2,Q1,1.85,10.06%
Nano Today,NANO TODAY,ELSEVIER SCI LTD,1748-0132,1878-044X,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"17,293",13.2,Q1,1.85,10.06%
Nano Today,NANO TODAY,ELSEVIER SCI LTD,1748-0132,1878-044X,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"17,293",13.2,Q1,1.85,10.06%
OPHTHALMOLOGY,OPHTHALMOLOGY,ELSEVIER SCIENCE INC,0161-6420,1549-4713,OPHTHALMOLOGY,SCIE,"43,813",13.1,Q1,5.14,29.38%
Nature Protocols,NAT PROTOC,NATURE PORTFOLIO,1754-2189,1750-2799,BIOCHEMICAL RESEARCH METHODS,SCIE,"52,708",13.1,Q1,3.58,2.37%
Biochar,BIOCHAR,SPRINGER SINGAPORE PTE LTD,2524-7972,2524-7867,ENVIRONMENTAL SCIENCES,SCIE,"2,944",13.1,Q1,2.36,84.65%
Biochar,BIOCHAR,SPRINGER SINGAPORE PTE LTD,2524-7972,2524-7867,SOIL SCIENCE,SCIE,"2,944",13.1,Q1,2.36,84.65%
TRENDS IN IMMUNOLOGY,TRENDS IMMUNOL,CELL PRESS,1471-4906,1471-4981,IMMUNOLOGY,SCIE,"16,454",13.1,Q1,1.38,39.91%
Alzheimers & Dementia,ALZHEIMERS DEMENT,WILEY,1552-5260,1552-5279,CLINICAL NEUROLOGY,SCIE,"28,971",13,Q1,3.55,57.34%
DRUGS,DRUGS,ADIS INT LTD,0012-6667,1179-1950,PHARMACOLOGY & PHARMACY,SCIE,"19,942",13,Q1,2.99,29.44%
DRUGS,DRUGS,ADIS INT LTD,0012-6667,1179-1950,TOXICOLOGY,SCIE,"19,942",13,Q1,2.99,29.44%
Journal of Ocean Engineering and Science,J OCEAN ENG SCI,ELSEVIER,2468-0133,2468-0133,"ENGINEERING, MARINE",SCIE,"2,204",13,Q1,2.36,97.28%
Journal of Ocean Engineering and Science,J OCEAN ENG SCI,ELSEVIER,2468-0133,2468-0133,"ENGINEERING, OCEAN",SCIE,"2,204",13,Q1,2.36,97.28%
Cell Discovery,CELL DISCOV,SPRINGERNATURE,N/A,2056-5968,CELL BIOLOGY,SCIE,"5,607",13,Q1,1.93,99.60%
Small,SMALL,WILEY-V C H VERLAG GMBH,1613-6810,1613-6829,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"124,288",13,Q1,1.89,12.60%
Small,SMALL,WILEY-V C H VERLAG GMBH,1613-6810,1613-6829,"CHEMISTRY, PHYSICAL",SCIE,"124,288",13,Q1,1.89,12.60%
Small,SMALL,WILEY-V C H VERLAG GMBH,1613-6810,1613-6829,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"124,288",13,Q1,1.89,12.60%
Small,SMALL,WILEY-V C H VERLAG GMBH,1613-6810,1613-6829,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"124,288",13,Q1,1.89,12.60%
Small,SMALL,WILEY-V C H VERLAG GMBH,1613-6810,1613-6829,"PHYSICS, APPLIED",SCIE,"124,288",13,Q1,1.89,12.60%
Small,SMALL,WILEY-V C H VERLAG GMBH,1613-6810,1613-6829,"PHYSICS, CONDENSED MATTER",SCIE,"124,288",13,Q1,1.89,12.60%
Energy & Environmental Materials,ENERGY ENVIRON MATER,WILEY,N/A,2575-0356,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"6,740",13,Q1,1.86,38.34%
Advances in Applied Energy,ADV APPL ENERGY,ELSEVIER,2666-7924,2666-7924,ENERGY & FUELS,ESCI,"1,594",13,Q1,1.72,94.37%
TRENDS IN CELL BIOLOGY,TRENDS CELL BIOL,CELL PRESS,0962-8924,1879-3088,CELL BIOLOGY,SCIE,"19,027",13,Q1,1.47,37.16%
HEPATOLOGY,HEPATOLOGY,LIPPINCOTT WILLIAMS & WILKINS,0270-9139,1527-3350,GASTROENTEROLOGY & HEPATOLOGY,SCIE,"74,972",12.9,Q1,3.18,20.38%
Nature Astronomy,NAT ASTRON,NATURE PORTFOLIO,2397-3366,2397-3366,ASTRONOMY & ASTROPHYSICS,SCIE,"10,009",12.9,Q1,2.78,13.10%
Nature Chemical Biology,NAT CHEM BIOL,NATURE PORTFOLIO,1552-4450,1552-4469,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"30,026",12.9,Q1,2.78,18.88%
TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,TECHNOL FORECAST SOC,ELSEVIER SCIENCE INC,0040-1625,1873-5509,BUSINESS,SSCI,"50,363",12.9,Q1,2.6,25.16%
TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,TECHNOL FORECAST SOC,ELSEVIER SCIENCE INC,0040-1625,1873-5509,REGIONAL & URBAN PLANNING,SSCI,"50,363",12.9,Q1,2.6,25.16%
Blood Cancer Journal,BLOOD CANCER J,SPRINGERNATURE,2044-5385,2044-5385,HEMATOLOGY,SCIE,"6,925",12.9,Q1,2.09,99.68%
Blood Cancer Journal,BLOOD CANCER J,SPRINGERNATURE,2044-5385,2044-5385,ONCOLOGY,SCIE,"6,925",12.9,Q1,2.09,99.68%
Med,MED-CAMBRIDGE,CELL PRESS,2666-6340,2666-6340,"MEDICINE, RESEARCH & EXPERIMENTAL",ESCI,"1,673",12.8,Q1,3.87,79.49%
JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY,J AM ACAD DERMATOL,MOSBY-ELSEVIER,0190-9622,1097-6787,DERMATOLOGY,SCIE,"36,661",12.8,Q1,3.65,15.81%
JACC-Cardiovascular Imaging,JACC-CARDIOVASC IMAG,ELSEVIER SCIENCE INC,1936-878X,1876-7591,CARDIAC & CARDIOVASCULAR SYSTEMS,SCIE,"16,404",12.8,Q1,3.43,71.73%
JACC-Cardiovascular Imaging,JACC-CARDIOVASC IMAG,ELSEVIER SCIENCE INC,1936-878X,1876-7591,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",SCIE,"16,404",12.8,Q1,3.43,71.73%
BIOMATERIALS,BIOMATERIALS,ELSEVIER SCI LTD,0142-9612,1878-5905,"ENGINEERING, BIOMEDICAL",SCIE,"111,643",12.8,Q1,2.52,22.66%
BIOMATERIALS,BIOMATERIALS,ELSEVIER SCI LTD,0142-9612,1878-5905,"MATERIALS SCIENCE, BIOMATERIALS",SCIE,"111,643",12.8,Q1,2.52,22.66%
Lancet HIV,LANCET HIV,ELSEVIER INC,2352-3018,2352-3018,IMMUNOLOGY,SCIE,"5,604",12.8,Q1,2.42,37%
Lancet HIV,LANCET HIV,ELSEVIER INC,2352-3018,2352-3018,INFECTIOUS DISEASES,SCIE,"5,604",12.8,Q1,2.42,37%
LEUKEMIA,LEUKEMIA,SPRINGERNATURE,0887-6924,1476-5551,HEMATOLOGY,SCIE,"31,578",12.8,Q1,2.12,54.56%
LEUKEMIA,LEUKEMIA,SPRINGERNATURE,0887-6924,1476-5551,ONCOLOGY,SCIE,"31,578",12.8,Q1,2.12,54.56%
TRENDS IN MOLECULAR MEDICINE,TRENDS MOL MED,CELL PRESS,1471-4914,1471-499X,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"13,325",12.8,Q1,1.43,33.03%
TRENDS IN MOLECULAR MEDICINE,TRENDS MOL MED,CELL PRESS,1471-4914,1471-499X,CELL BIOLOGY,SCIE,"13,325",12.8,Q1,1.43,33.03%
TRENDS IN MOLECULAR MEDICINE,TRENDS MOL MED,CELL PRESS,1471-4914,1471-499X,"MEDICINE, RESEARCH & EXPERIMENTAL",SCIE,"13,325",12.8,Q1,1.43,33.03%
Annual Review of Biomedical Engineering,ANNU REV BIOMED ENG,ANNUAL REVIEWS,1523-9829,1545-4274,"ENGINEERING, BIOMEDICAL",SCIE,"5,430",12.8,Q1,1.16,88.24%
JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY C-PHOTOCHEMISTRY REVIEWS,J PHOTOCH PHOTOBIO C,ELSEVIER,1389-5567,1873-2739,"CHEMISTRY, PHYSICAL",SCIE,"4,604",12.8,Q1,1.14,16.67%
COMPOSITES PART B-ENGINEERING,COMPOS PART B-ENG,ELSEVIER SCI LTD,1359-8368,1879-1069,"ENGINEERING, MULTIDISCIPLINARY",SCIE,"75,964",12.7,Q1,3.03,14.71%
COMPOSITES PART B-ENGINEERING,COMPOS PART B-ENG,ELSEVIER SCI LTD,1359-8368,1879-1069,"MATERIALS SCIENCE, COMPOSITES",SCIE,"75,964",12.7,Q1,3.03,14.71%
ACS Central Science,ACS CENTRAL SCI,AMER CHEMICAL SOC,2374-7943,2374-7951,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"18,783",12.7,Q1,2.72,72.39%
JOURNAL OF EXPERIMENTAL MEDICINE,J EXP MED,ROCKEFELLER UNIV PRESS,0022-1007,1540-9538,IMMUNOLOGY,SCIE,"63,828",12.6,Q1,2.93,96.68%
JOURNAL OF EXPERIMENTAL MEDICINE,J EXP MED,ROCKEFELLER UNIV PRESS,0022-1007,1540-9538,"MEDICINE, RESEARCH & EXPERIMENTAL",SCIE,"63,828",12.6,Q1,2.93,96.68%
ALLERGY,ALLERGY,WILEY,0105-4538,1398-9995,ALLERGY,SCIE,"26,189",12.6,Q1,2.14,49.51%
ALLERGY,ALLERGY,WILEY,0105-4538,1398-9995,IMMUNOLOGY,SCIE,"26,189",12.6,Q1,2.14,49.51%
Nano Materials Science,NANO MATER SCI,KEAI PUBLISHING LTD,2096-6482,2589-9651,"MATERIALS SCIENCE, MULTIDISCIPLINARY",ESCI,"1,878",12.6,Q1,1.52,98.08%
Nano Materials Science,NANO MATER SCI,KEAI PUBLISHING LTD,2096-6482,2589-9651,NANOSCIENCE & NANOTECHNOLOGY,ESCI,"1,878",12.6,Q1,1.52,98.08%
Annual Review of Nutrition,ANNU REV NUTR,ANNUAL REVIEWS,0199-9885,1545-4312,NUTRITION & DIETETICS,SCIE,"6,104",12.6,Q1,1.29,26.79%
International Journal of Surgery,INT J SURG,LIPPINCOTT WILLIAMS & WILKINS,1743-9191,1743-9159,SURGERY,SCIE,"17,898",12.5,Q1,4.9,66.83%
Analytic Methods in Accident Research,ANAL METHODS ACCID R,ELSEVIER,2213-6657,2213-6665,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",SSCI,"2,509",12.5,Q1,3.33,12.77%
Analytic Methods in Accident Research,ANAL METHODS ACCID R,ELSEVIER,2213-6657,2213-6665,TRANSPORTATION,SSCI,"2,509",12.5,Q1,3.33,12.77%
NATURE STRUCTURAL & MOLECULAR BIOLOGY,NAT STRUCT MOL BIOL,NATURE PORTFOLIO,1545-9993,1545-9985,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"27,951",12.5,Q1,2.87,33.25%
NATURE STRUCTURAL & MOLECULAR BIOLOGY,NAT STRUCT MOL BIOL,NATURE PORTFOLIO,1545-9993,1545-9985,BIOPHYSICS,SCIE,"27,951",12.5,Q1,2.87,33.25%
NATURE STRUCTURAL & MOLECULAR BIOLOGY,NAT STRUCT MOL BIOL,NATURE PORTFOLIO,1545-9993,1545-9985,CELL BIOLOGY,SCIE,"27,951",12.5,Q1,2.87,33.25%
Communications in Transportation Research,COMMUN TRANSP RES,ELSEVIER,2772-4247,2772-4247,TRANSPORTATION,ESCI,610,12.5,Q1,2.71,85.94%
Communications in Transportation Research,COMMUN TRANSP RES,ELSEVIER,2772-4247,2772-4247,TRANSPORTATION SCIENCE & TECHNOLOGY,ESCI,610,12.5,Q1,2.71,85.94%
Business Strategy and the Environment,BUS STRATEG ENVIRON,WILEY,0964-4733,1099-0836,BUSINESS,SSCI,"22,882",12.5,Q1,2.68,40%
Business Strategy and the Environment,BUS STRATEG ENVIRON,WILEY,0964-4733,1099-0836,ENVIRONMENTAL STUDIES,SSCI,"22,882",12.5,Q1,2.68,40%
Business Strategy and the Environment,BUS STRATEG ENVIRON,WILEY,0964-4733,1099-0836,MANAGEMENT,SSCI,"22,882",12.5,Q1,2.68,40%
CANCER RESEARCH,CANCER RES,AMER ASSOC CANCER RESEARCH,0008-5472,1538-7445,ONCOLOGY,SCIE,"122,978",12.5,Q1,2,27.89%
AGEING RESEARCH REVIEWS,AGEING RES REV,ELSEVIER IRELAND LTD,1568-1637,1872-9649,CELL BIOLOGY,SCIE,"17,158",12.5,Q1,1.56,31.32%
AGEING RESEARCH REVIEWS,AGEING RES REV,ELSEVIER IRELAND LTD,1568-1637,1872-9649,GERIATRICS & GERONTOLOGY,SCIE,"17,158",12.5,Q1,1.56,31.32%
npj Digital Medicine,NPJ DIGIT MED,NATURE PORTFOLIO,2398-6352,2398-6352,HEALTH CARE SCIENCES & SERVICES,SCIE,"9,902",12.4,Q1,3.4,99.43%
npj Digital Medicine,NPJ DIGIT MED,NATURE PORTFOLIO,2398-6352,2398-6352,MEDICAL INFORMATICS,SCIE,"9,902",12.4,Q1,3.4,99.43%
Theranostics,THERANOSTICS,IVYSPRING INT PUBL,1838-7640,1838-7640,"MEDICINE, RESEARCH & EXPERIMENTAL",SCIE,"41,377",12.4,Q1,2.63,98.97%
Resources Environment and Sustainability,RESOUR ENVIRON SUST,ELSEVIER,2666-9161,2666-9161,ENVIRONMENTAL SCIENCES,ESCI,919,12.4,Q1,1.71,94.29%
Resources Environment and Sustainability,RESOUR ENVIRON SUST,ELSEVIER,2666-9161,2666-9161,ENVIRONMENTAL STUDIES,ESCI,919,12.4,Q1,1.71,94.29%
Resources Environment and Sustainability,RESOUR ENVIRON SUST,ELSEVIER,2666-9161,2666-9161,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,ESCI,919,12.4,Q1,1.71,94.29%
AMERICAN PSYCHOLOGIST,AM PSYCHOL,AMER PSYCHOLOGICAL ASSOC,0003-066X,1935-990X,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"34,832",12.3,Q1,5.13,8.06%
Applied Computing and Informatics,APPL COMPUT INFORM,EMERALD GROUP PUBLISHING LTD,2634-1964,2210-8327,"COMPUTER SCIENCE, INFORMATION SYSTEMS",ESCI,983,12.3,Q1,4.59,94.23%
npj Flexible Electronics,NPJ FLEX ELECTRON,NATURE PORTFOLIO,N/A,2397-4621,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"3,116",12.3,Q1,2.38,99.46%
npj Flexible Electronics,NPJ FLEX ELECTRON,NATURE PORTFOLIO,N/A,2397-4621,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"3,116",12.3,Q1,2.38,99.46%
Gut Microbes,GUT MICROBES,TAYLOR & FRANCIS INC,1949-0976,1949-0984,GASTROENTEROLOGY & HEPATOLOGY,SCIE,"14,116",12.2,Q1,2.35,99.06%
Gut Microbes,GUT MICROBES,TAYLOR & FRANCIS INC,1949-0976,1949-0984,MICROBIOLOGY,SCIE,"14,116",12.2,Q1,2.35,99.06%
JOURNAL OF MANUFACTURING SYSTEMS,J MANUF SYST,ELSEVIER SCI LTD,0278-6125,1878-6642,"ENGINEERING, INDUSTRIAL",SCIE,"11,532",12.2,Q1,2.24,19.91%
JOURNAL OF MANUFACTURING SYSTEMS,J MANUF SYST,ELSEVIER SCI LTD,0278-6125,1878-6642,"ENGINEERING, MANUFACTURING",SCIE,"11,532",12.2,Q1,2.24,19.91%
JOURNAL OF MANUFACTURING SYSTEMS,J MANUF SYST,ELSEVIER SCI LTD,0278-6125,1878-6642,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,SCIE,"11,532",12.2,Q1,2.24,19.91%
JOURNAL OF HAZARDOUS MATERIALS,J HAZARD MATER,ELSEVIER,0304-3894,1873-3336,"ENGINEERING, ENVIRONMENTAL",SCIE,"210,090",12.2,Q1,1.85,9.02%
JOURNAL OF HAZARDOUS MATERIALS,J HAZARD MATER,ELSEVIER,0304-3894,1873-3336,ENVIRONMENTAL SCIENCES,SCIE,"210,090",12.2,Q1,1.85,9.02%
Materials Horizons,MATER HORIZ,ROYAL SOC CHEMISTRY,2051-6347,2051-6355,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"19,038",12.2,Q1,1.78,13.78%
Materials Horizons,MATER HORIZ,ROYAL SOC CHEMISTRY,2051-6347,2051-6355,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"19,038",12.2,Q1,1.78,13.78%
Applied Mechanics Reviews,APPL MECH REV,ASME,0003-6900,2379-0407,MECHANICS,SCIE,"5,224",12.2,Q1,1.09,3.23%
CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE,CURR OPIN SOLID ST M,PERGAMON-ELSEVIER SCIENCE LTD,1359-0286,1879-0348,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"5,275",12.2,Q1,0.97,40.43%
CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE,CURR OPIN SOLID ST M,PERGAMON-ELSEVIER SCIENCE LTD,1359-0286,1879-0348,"PHYSICS, APPLIED",SCIE,"5,275",12.2,Q1,0.97,40.43%
CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE,CURR OPIN SOLID ST M,PERGAMON-ELSEVIER SCIENCE LTD,1359-0286,1879-0348,"PHYSICS, CONDENSED MATTER",SCIE,"5,275",12.2,Q1,0.97,40.43%
RADIOLOGY,RADIOLOGY,RADIOLOGICAL SOC NORTH AMERICA (RSNA),0033-8419,N/A,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",SCIE,"59,748",12.1,Q1,5.35,1.07%
SEMINARS IN CANCER BIOLOGY,SEMIN CANCER BIOL,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,1044-579X,1096-3650,ONCOLOGY,SCIE,"17,818",12.1,Q1,3.32,28.83%
Nature Reviews Urology,NAT REV UROL,NATURE PORTFOLIO,1759-4812,1759-4820,UROLOGY & NEPHROLOGY,SCIE,"6,393",12.1,Q1,2.99,4.41%
MOLECULAR THERAPY,MOL THER,CELL PRESS,1525-0016,1525-0024,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"27,549",12.1,Q1,2.88,87.77%
MOLECULAR THERAPY,MOL THER,CELL PRESS,1525-0016,1525-0024,GENETICS & HEREDITY,SCIE,"27,549",12.1,Q1,2.88,87.77%
MOLECULAR THERAPY,MOL THER,CELL PRESS,1525-0016,1525-0024,"MEDICINE, RESEARCH & EXPERIMENTAL",SCIE,"27,549",12.1,Q1,2.88,87.77%
Annual Review of Neuroscience,ANNU REV NEUROSCI,ANNUAL REVIEWS,0147-006X,1545-4126,NEUROSCIENCES,SCIE,"13,145",12.1,Q1,1.87,33.33%
Annual Review of Biochemistry,ANNU REV BIOCHEM,ANNUAL REVIEWS,0066-4154,1545-4509,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"21,005",12.1,Q1,1.71,29.49%
BIOTECHNOLOGY ADVANCES,BIOTECHNOL ADV,PERGAMON-ELSEVIER SCIENCE LTD,0734-9750,1873-1899,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"24,510",12.1,Q1,1.6,28.07%
Nature Computational Science,NAT COMPUT SCI,SPRINGERNATURE,N/A,2662-8457,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",ESCI,"1,941",12,Q1,2.72,24.88%
Nature Computational Science,NAT COMPUT SCI,SPRINGERNATURE,N/A,2662-8457,"COMPUTER SCIENCE, THEORY & METHODS",ESCI,"1,941",12,Q1,2.72,24.88%
Nature Computational Science,NAT COMPUT SCI,SPRINGERNATURE,N/A,2662-8457,MULTIDISCIPLINARY SCIENCES,ESCI,"1,941",12,Q1,2.72,24.88%
JACC: CardioOncology,JACC-CARDIOONCOL,ELSEVIER,2666-0873,2666-0873,CARDIAC & CARDIOVASCULAR SYSTEMS,SCIE,"1,975",12,Q1,2.12,90.28%
JACC: CardioOncology,JACC-CARDIOONCOL,ELSEVIER,2666-0873,2666-0873,ONCOLOGY,SCIE,"1,975",12,Q1,2.12,90.28%
PHARMACOLOGY & THERAPEUTICS,PHARMACOL THERAPEUT,PERGAMON-ELSEVIER SCIENCE LTD,0163-7258,1879-016X,PHARMACOLOGY & PHARMACY,SCIE,"23,307",12,Q1,1.93,26.94%
Materials Futures,MATER FUTURES,IOP Publishing Ltd,N/A,2752-5724,"MATERIALS SCIENCE, MULTIDISCIPLINARY",ESCI,673,12,Q1,1.43,96.30%
COMPREHENSIVE REVIEWS IN FOOD SCIENCE AND FOOD SAFETY,COMPR REV FOOD SCI F,WILEY,1541-4337,1541-4337,FOOD SCIENCE & TECHNOLOGY,SCIE,"18,401",12,Q1,1.4,18.86%
Journal of Hospitality Marketing & Management,J HOSP MARKET MANAG,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1936-8623,1936-8631,BUSINESS,SSCI,"4,066",11.9,Q1,2.51,5.52%
Journal of Hospitality Marketing & Management,J HOSP MARKET MANAG,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1936-8623,1936-8631,"HOSPITALITY, LEISURE, SPORT & TOURISM",SSCI,"4,066",11.9,Q1,2.51,5.52%
Journal of Hospitality Marketing & Management,J HOSP MARKET MANAG,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1936-8623,1936-8631,MANAGEMENT,SSCI,"4,066",11.9,Q1,2.51,5.52%
Applied Physics Reviews,APPL PHYS REV,AIP Publishing,1931-9401,1931-9401,"PHYSICS, APPLIED",SCIE,"10,761",11.9,Q1,1.54,34.86%
GigaScience,GIGASCIENCE,OXFORD UNIV PRESS,2047-217X,2047-217X,MULTIDISCIPLINARY SCIENCES,SCIE,"9,724",11.8,Q1,2.17,95.92%
TRAC-TRENDS IN ANALYTICAL CHEMISTRY,TRAC-TREND ANAL CHEM,ELSEVIER SCI LTD,0165-9936,1879-3142,"CHEMISTRY, ANALYTICAL",SCIE,"32,283",11.8,Q1,1.33,17.22%
Energy Materials,ENERGY MATER-US,OAE PUBLISHING INC,N/A,2770-5900,ENERGY & FUELS,ESCI,851,11.8,Q1,1.21,99.12%
Energy Materials,ENERGY MATER-US,OAE PUBLISHING INC,N/A,2770-5900,"MATERIALS SCIENCE, MULTIDISCIPLINARY",ESCI,851,11.8,Q1,1.21,99.12%
International Journal of Mining Science and Technology,INT J MIN SCI TECHNO,ELSEVIER,2095-2686,2212-6066,MINING & MINERAL PROCESSING,SCIE,"7,723",11.7,Q1,3.95,97.61%
Qualitative Psychology,QUAL PSYCHOL,AMER PSYCHOLOGICAL ASSOC,2326-3601,2326-3598,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,"1,639",11.7,Q1,3.84,0%
JACC-Cardiovascular Interventions,JACC-CARDIOVASC INTE,ELSEVIER SCIENCE INC,1936-8798,1876-7605,CARDIAC & CARDIOVASCULAR SYSTEMS,SCIE,"17,069",11.7,Q1,2.79,66.94%
IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,IEEE T EVOLUT COMPUT,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1089-778X,1941-0026,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",SCIE,"22,295",11.7,Q1,2.77,10.88%
IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,IEEE T EVOLUT COMPUT,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1089-778X,1941-0026,"COMPUTER SCIENCE, THEORY & METHODS",SCIE,"22,295",11.7,Q1,2.77,10.88%
Science Advances,SCI ADV,AMER ASSOC ADVANCEMENT SCIENCE,2375-2548,2375-2548,MULTIDISCIPLINARY SCIENCES,SCIE,"147,104",11.7,Q1,2.76,65.17%
IEEE Transactions on Industrial Informatics,IEEE T IND INFORM,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1551-3203,1941-0050,AUTOMATION & CONTROL SYSTEMS,SCIE,"52,567",11.7,Q1,2.58,4.76%
IEEE Transactions on Industrial Informatics,IEEE T IND INFORM,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1551-3203,1941-0050,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",SCIE,"52,567",11.7,Q1,2.58,4.76%
