Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,% of OA Gold
LEARNING AND MOTIVATION,LEARN MOTIV,ACADEMIC PRESS INC ELSEVIER SCIENCE,0023-9690,1095-9122,"PSYCHOLOGY, BIOLOGICAL",SSCI,"1,118",1.7,Q3,0.47,15.03%
LEARNING AND MOTIVATION,LEARN MOTIV,ACADEMIC PRESS INC ELSEVIER SCIENCE,0023-9690,1095-9122,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"1,118",1.7,Q3,0.47,15.03%
Cognitive Processing,COGN PROCESS,SPRINGER HEIDELBERG,1612-4782,1612-4790,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"1,813",1.7,Q3,0.43,34.19%
Social Neuroscience,SOC NEUROSCI-UK,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1747-0919,1747-0927,PSYCHOLOGY,SCIE,"2,107",1.7,Q3,0.38,18.26%
Psychology of Music,PSYCHOL MUSIC,SAGE PUBLICATIONS INC,0305-7356,1741-3087,"PSYCHOLOGY, APPLIED",SSCI,"2,823",1.6,Q3,1.22,26.44%
Psychology of Music,PSYCHOL MUSIC,SAGE PUBLICATIONS INC,0305-7356,1741-3087,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"2,823",1.6,Q3,1.22,26.44%
JOURNAL OF PSYCHOLINGUISTIC RESEARCH,J PSYCHOLINGUIST RES,SPRINGER/PLENUM PUBLISHERS,0090-6905,1573-6555,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"2,036",1.6,Q3,0.82,20.86%
Language Cognition and Neuroscience,LANG COGN NEUROSCI,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2327-3798,2327-3801,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"1,882",1.6,Q3,0.78,35.24%
Counselling Psychology Quarterly,COUNS PSYCHOL Q,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0951-5070,1469-3674,"PSYCHOLOGY, APPLIED",ESCI,"1,132",1.6,Q3,0.76,14.53%
Journal of Child and Family Studies,J CHILD FAM STUD,SPRINGER,1062-1024,1573-2843,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"8,941",1.6,Q3,0.64,22.84%
Cogent Psychology,COGENT PSYCHOL,TAYLOR & FRANCIS AS,2331-1908,2331-1908,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,"1,039",1.6,Q2,0.62,97.97%
JOURNAL OF COLLEGE STUDENT DEVELOPMENT,J COLL STUDENT DEV,JOHNS HOPKINS UNIV PRESS,0897-5264,1543-3382,"PSYCHOLOGY, APPLIED",SSCI,"3,537",1.6,Q3,0.62,0%
HUMAN MOVEMENT SCIENCE,HUM MOVEMENT SCI,ELSEVIER,0167-9457,1872-7646,PSYCHOLOGY,SCIE,"5,486",1.6,Q3,0.61,23.15%
HUMAN MOVEMENT SCIENCE,HUM MOVEMENT SCI,ELSEVIER,0167-9457,1872-7646,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"5,486",1.6,Q3,0.61,23.15%
Journal of Cognition and Development,J COGN DEV,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1524-8372,1532-7647,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"1,648",1.6,Q3,0.58,15.04%
Journal of Cognition and Development,J COGN DEV,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1524-8372,1532-7647,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"1,648",1.6,Q3,0.58,15.04%
Behavior and Social Issues,BEHAV SOC ISSUES,SPRINGER,1064-9506,2376-6786,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,362,1.6,Q2,0.56,7.92%
JOURNAL OF EMPLOYMENT COUNSELING,J EMPLOYMENT COUNS,WILEY,0022-0787,2161-1920,"PSYCHOLOGY, APPLIED",SSCI,456,1.6,Q3,0.54,12.24%
SOCIAL DEVELOPMENT,SOC DEV,WILEY,0961-205X,1467-9507,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"3,700",1.6,Q3,0.54,31.07%
SPORT PSYCHOLOGIST,SPORT PSYCHOL,HUMAN KINETICS PUBL INC,0888-4781,1543-2793,PSYCHOLOGY,SCIE,"1,865",1.6,Q3,0.53,2.33%
SPORT PSYCHOLOGIST,SPORT PSYCHOL,HUMAN KINETICS PUBL INC,0888-4781,1543-2793,"PSYCHOLOGY, APPLIED",SSCI,"1,865",1.6,Q3,0.53,2.33%
AGING NEUROPSYCHOLOGY AND COGNITION,AGING NEUROPSYCHOL C,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1382-5585,1744-4128,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"1,655",1.6,Q3,0.52,15.71%
AGING NEUROPSYCHOLOGY AND COGNITION,AGING NEUROPSYCHOL C,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1382-5585,1744-4128,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"1,655",1.6,Q3,0.52,15.71%
Occupational Health Science,OCCUP HEALTH SCI,SPRINGERNATURE,2367-0134,2367-0142,"PSYCHOLOGY, APPLIED",ESCI,299,1.6,Q3,0.5,24.72%
Spatial Cognition and Computation,SPAT COGN COMPUT,TAYLOR & FRANCIS INC,1387-5868,1542-7633,"PSYCHOLOGY, EXPERIMENTAL",SSCI,473,1.6,Q3,0.5,17.65%
PERCEPTION,PERCEPTION,SAGE PUBLICATIONS LTD,0301-0066,1468-4233,PSYCHOLOGY,SCIE,"4,711",1.6,Q3,0.49,27.51%
PERCEPTION,PERCEPTION,SAGE PUBLICATIONS LTD,0301-0066,1468-4233,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"4,711",1.6,Q3,0.49,27.51%
DEVELOPMENTAL NEUROPSYCHOLOGY,DEV NEUROPSYCHOL,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",8756-5641,1532-6942,PSYCHOLOGY,SCIE,"2,770",1.6,Q3,0.46,20.69%
DEVELOPMENTAL NEUROPSYCHOLOGY,DEV NEUROPSYCHOL,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",8756-5641,1532-6942,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"2,770",1.6,Q3,0.46,20.69%
DEVELOPMENTAL NEUROPSYCHOLOGY,DEV NEUROPSYCHOL,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",8756-5641,1532-6942,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"2,770",1.6,Q3,0.46,20.69%
CLINICAL EEG AND NEUROSCIENCE,CLIN EEG NEUROSCI,SAGE PUBLICATIONS INC,1550-0594,2169-5202,PSYCHOLOGY,SCIE,"1,483",1.6,Q3,0.44,8.88%
Journal of Neuroscience Psychology and Economics,J NEUROSCI PSYCHOL E,EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC,1937-321X,2151-318X,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,398,1.6,Q2,0.38,2.13%
Empirical Studies of the Arts,EMPIR STUD ARTS,SAGE PUBLICATIONS INC,0276-2374,1541-4493,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,543,1.5,Q3,2.5,16.44%
Language Learning and Development,LANG LEARN DEV,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1547-5441,1547-3341,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,717,1.5,Q4,0.88,21.92%
Language Learning and Development,LANG LEARN DEV,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1547-5441,1547-3341,"PSYCHOLOGY, EXPERIMENTAL",SSCI,717,1.5,Q4,0.88,21.92%
JOURNAL OF DEVELOPMENTAL AND PHYSICAL DISABILITIES,J DEV PHYS DISABIL,SPRINGER/PLENUM PUBLISHERS,1056-263X,1573-3580,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"1,428",1.5,Q4,0.83,19.35%
BRITISH JOURNAL OF MATHEMATICAL & STATISTICAL PSYCHOLOGY,BRIT J MATH STAT PSY,WILEY,0007-1102,2044-8317,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"2,589",1.5,Q4,0.8,29.76%
BRITISH JOURNAL OF MATHEMATICAL & STATISTICAL PSYCHOLOGY,BRIT J MATH STAT PSY,WILEY,0007-1102,2044-8317,"PSYCHOLOGY, MATHEMATICAL",SSCI,"2,589",1.5,Q3,0.8,29.76%
VISION RESEARCH,VISION RES,PERGAMON-ELSEVIER SCIENCE LTD,0042-6989,1878-5646,PSYCHOLOGY,SCIE,"13,295",1.5,Q3,0.6,71.76%
QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY,Q J EXP PSYCHOL,SAGE PUBLICATIONS LTD,1747-0218,1747-0226,PSYCHOLOGY,SCIE,"6,484",1.5,Q3,0.54,32.96%
QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY,Q J EXP PSYCHOL,SAGE PUBLICATIONS LTD,1747-0218,1747-0226,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"6,484",1.5,Q4,0.54,32.96%
OMEGA-JOURNAL OF DEATH AND DYING,OMEGA-J DEATH DYING,SAGE PUBLICATIONS INC,0030-2228,1541-3764,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"2,747",1.5,Q3,0.52,15.25%
PROFESSIONAL PSYCHOLOGY-RESEARCH AND PRACTICE,PROF PSYCHOL-RES PR,AMER PSYCHOLOGICAL ASSOC,0735-7028,1939-1323,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"3,664",1.5,Q3,0.51,1.96%
International Journal of Sports Science & Coaching,INT J SPORTS SCI COA,SAGE PUBLICATIONS LTD,1747-9541,2048-397X,"PSYCHOLOGY, APPLIED",SSCI,"2,759",1.5,Q3,0.49,25.09%
Psicologia-Reflexao e Critica,PSICOL-REFLEX CRIT,SPRINGER INT PUBL AG,0102-7972,1678-7153,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,818,1.5,Q3,0.49,100%
SA Journal of Industrial Psychology,SA J IND PSYCHOL,AOSIS,0258-5200,2071-0763,"PSYCHOLOGY, APPLIED",ESCI,"1,175",1.5,Q3,0.47,98.88%
Psychiatry Psychology and Law,PSYCHIAT PSYCHOL LAW,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1321-8719,1934-1687,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"1,042",1.4,Q3,0.71,22.54%
Research in Human Development,RES HUM DEV,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1542-7609,1542-7617,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,909,1.4,Q4,0.69,5%
PHILOSOPHICAL PSYCHOLOGY,PHILOS PSYCHOL,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0951-5089,1465-394X,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"1,515",1.4,Q3,0.62,28.76%
Psychology of Consciousness-Theory Research and Practice,PSYCHOL CONSCIOUS,EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC,2326-5523,2326-5531,"PSYCHOLOGY, EXPERIMENTAL",ESCI,606,1.4,Q4,0.6,0.75%
Anales de Psicologia,AN PSICOL-SPAIN,UNIV MURCIA,0212-9728,1695-2294,PSYCHOLOGY,SCIE,"2,150",1.4,Q3,0.57,97.06%
Anales de Psicologia,AN PSICOL-SPAIN,UNIV MURCIA,0212-9728,1695-2294,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"2,150",1.4,Q3,0.57,97.06%
Journal of Clinical Sport Psychology,J CLIN SPORT PSYCHOL,HUMAN KINETICS PUBL INC,1932-9261,1932-927X,"PSYCHOLOGY, APPLIED",SSCI,781,1.4,Q3,0.57,0.91%
JOURNAL OF THE EXPERIMENTAL ANALYSIS OF BEHAVIOR,J EXP ANAL BEHAV,WILEY,0022-5002,1938-3711,"PSYCHOLOGY, BIOLOGICAL",SSCI,"3,478",1.4,Q3,0.57,20.42%
JOURNAL OF THE EXPERIMENTAL ANALYSIS OF BEHAVIOR,J EXP ANAL BEHAV,WILEY,0022-5002,1938-3711,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"3,478",1.4,Q4,0.57,20.42%
Evolutionary Psychological Science,EVOL PSYCHOL SCI,SPRINGERNATURE,N/A,2198-9885,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,405,1.4,Q3,0.56,19.66%
RESEARCH QUARTERLY FOR EXERCISE AND SPORT,RES Q EXERCISE SPORT,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0270-1367,2168-3824,PSYCHOLOGY,SCIE,"4,587",1.4,Q3,0.56,10.61%
RESEARCH QUARTERLY FOR EXERCISE AND SPORT,RES Q EXERCISE SPORT,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0270-1367,2168-3824,"PSYCHOLOGY, APPLIED",SSCI,"4,587",1.4,Q3,0.56,10.61%
COUNSELOR EDUCATION AND SUPERVISION,COUNS EDUC SUPERV,WILEY,0011-0035,1556-6978,"PSYCHOLOGY, APPLIED",ESCI,760,1.4,Q3,0.55,12.05%
MEASUREMENT AND EVALUATION IN COUNSELING AND DEVELOPMENT,MEAS EVAL COUNS DEV,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0748-1756,1947-6302,"PSYCHOLOGY, APPLIED",SSCI,"1,528",1.4,Q3,0.55,1.79%
JOURNAL OF EDUCATIONAL MEASUREMENT,J EDUC MEAS,WILEY,0022-0655,1745-3984,"PSYCHOLOGY, APPLIED",SSCI,"2,488",1.4,Q3,0.53,17.14%
JOURNAL OF EDUCATIONAL MEASUREMENT,J EDUC MEAS,WILEY,0022-0655,1745-3984,"PSYCHOLOGY, MATHEMATICAL",SSCI,"2,488",1.4,Q4,0.53,17.14%
Applied Neuropsychology-Adult,APPL NEUROPSYCH-ADUL,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2327-9095,2327-9109,PSYCHOLOGY,SCIE,"1,599",1.4,Q3,0.47,8.48%
Australian Journal of Career Development,AUST J CAREER DEV,SAGE PUBLICATIONS LTD,1038-4162,2200-6974,"PSYCHOLOGY, APPLIED",ESCI,316,1.4,Q3,0.47,15%
PSYCHOLOGISCHE RUNDSCHAU,PSYCHOL RUNDSCH,HOGREFE VERLAG,0033-3042,2190-6238,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,195,1.4,Q3,0.47,45.83%
EXPERIMENTAL AGING RESEARCH,EXP AGING RES,TAYLOR & FRANCIS INC,0361-073X,1096-4657,PSYCHOLOGY,SCIE,"1,233",1.4,Q3,0.46,8.70%
PERCEPTUAL AND MOTOR SKILLS,PERCEPT MOTOR SKILL,SAGE PUBLICATIONS INC,0031-5125,1558-688X,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"6,499",1.4,Q4,0.45,11.14%
PSYCHOLOGICAL STUDIES,PSYCHOL STUD,SPRINGER INDIA,0033-2968,0974-9861,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,716,1.4,Q3,0.45,10.53%
Applied Neuropsychology-Child,APPL NEUROPSYCH-CHIL,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2162-2965,2162-2973,PSYCHOLOGY,SCIE,726,1.4,Q3,0.44,7.53%
Timing & Time Perception,TIMING TIME PERCEPT,BRILL,2213-445X,2213-4468,"PSYCHOLOGY, EXPERIMENTAL",ESCI,268,1.4,Q4,0.34,18.97%
MUSIC PERCEPTION,MUSIC PERCEPT,UNIV CALIFORNIA PRESS,0730-7829,N/A,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"1,829",1.3,Q4,2.21,2.70%
Advances in Neurodevelopmental Disorders,ADV NEURODEV DISORD,SPRINGERNATURE,2366-7532,2366-7540,"PSYCHOLOGY, DEVELOPMENTAL",ESCI,398,1.3,Q4,0.88,30.32%
CANADIAN JOURNAL OF BEHAVIOURAL SCIENCE-REVUE CANADIENNE DES SCIENCES DU COMPORTEMENT,CAN J BEHAV SCI,CANADIAN PSYCHOLOGICAL ASSOC,0008-400X,1879-2669,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"1,741",1.3,Q3,0.75,0%
INTERNATIONAL JOURNAL OF OFFENDER THERAPY AND COMPARATIVE CRIMINOLOGY,INT J OFFENDER THER,SAGE PUBLICATIONS INC,0306-624X,1552-6933,"PSYCHOLOGY, APPLIED",SSCI,"2,757",1.3,Q3,0.6,20.36%
Behavioural Processes,BEHAV PROCESS,ELSEVIER,0376-6357,1872-8308,"PSYCHOLOGY, BIOLOGICAL",SSCI,"5,209",1.3,Q3,0.56,22.03%
JOURNAL OF HUMANISTIC PSYCHOLOGY,J HUMANIST PSYCHOL,SAGE PUBLICATIONS INC,0022-1678,1552-650X,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"1,512",1.3,Q3,0.54,10.31%
Journal of Sport Psychology in Action,J SPORT PSYCHOL ACTI,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2152-0704,2152-0712,"PSYCHOLOGY, APPLIED",ESCI,386,1.3,Q3,0.48,26.67%
PsyCh Journal,PSYCH J,WILEY,2046-0252,2046-0260,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,827,1.3,Q3,0.46,25.69%
Acta Psychologica Sinica,ACTA PSYCHOL SIN,SCIENCE PRESS,0439-755X,N/A,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,"2,217",1.3,Q3,0.44,2.82%
EUROPEAN REVIEW OF APPLIED PSYCHOLOGY-REVUE EUROPEENNE DE PSYCHOLOGIE APPLIQUEE,EUR REV APPL PSYCHOL,ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER,1162-9088,1162-9088,"PSYCHOLOGY, APPLIED",SSCI,816,1.3,Q3,0.44,31%
Journal of Cultural Cognitive Science,J CULT COGN SCI,SPRINGERNATURE,2520-100X,2520-1018,"PSYCHOLOGY, EXPERIMENTAL",ESCI,166,1.3,Q4,0.42,36.51%
First Language,FIRST LANG,SAGE PUBLICATIONS LTD,0142-7237,1740-2344,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"1,047",1.2,Q4,1.19,24.74%
Focus on Autism and Other Developmental Disabilities,FOCUS AUTISM DEV DIS,SAGE PUBLICATIONS INC,1088-3576,1538-4829,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"1,209",1.2,Q4,0.99,7.14%
HUMOR-INTERNATIONAL JOURNAL OF HUMOR RESEARCH,HUMOR,DE GRUYTER MOUTON,0933-1719,1613-3722,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"1,017",1.2,Q3,0.99,21.84%
JOURNAL OF NEUROLINGUISTICS,J NEUROLINGUIST,PERGAMON-ELSEVIER SCIENCE LTD,0911-6044,1873-8052,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"1,403",1.2,Q4,0.61,21.13%
Sexes,SEXES,MDPI,N/A,2411-5118,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,118,1.2,Q3,0.61,100%
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-ANIMAL LEARNING AND COGNITION,J EXP PSYCHOL-ANIM L,AMER PSYCHOLOGICAL ASSOC,2329-8456,2329-8464,PSYCHOLOGY,SCIE,"1,736",1.2,Q4,0.58,4.85%
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-ANIMAL LEARNING AND COGNITION,J EXP PSYCHOL-ANIM L,AMER PSYCHOLOGICAL ASSOC,2329-8456,2329-8464,"PSYCHOLOGY, BIOLOGICAL",SSCI,"1,736",1.2,Q3,0.58,4.85%
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-ANIMAL LEARNING AND COGNITION,J EXP PSYCHOL-ANIM L,AMER PSYCHOLOGICAL ASSOC,2329-8456,2329-8464,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"1,736",1.2,Q4,0.58,4.85%
ADAPTIVE BEHAVIOR,ADAPT BEHAV,SAGE PUBLICATIONS LTD,1059-7123,1741-2633,"PSYCHOLOGY, EXPERIMENTAL",SSCI,875,1.2,Q4,0.5,25.22%
INTERNATIONAL JOURNAL OF AGING & HUMAN DEVELOPMENT,INT J AGING HUM DEV,SAGE PUBLICATIONS INC,0091-4150,1541-3535,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"2,058",1.2,Q4,0.48,12.75%
AIDS CARE-PSYCHOLOGICAL AND SOCIO-MEDICAL ASPECTS OF AIDS/HIV,AIDS CARE,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0954-0121,1360-0451,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"6,065",1.2,Q3,0.43,15.54%
Clinical Psychologist,CLIN PSYCHOL-UK,TAYLOR & FRANCIS LTD,1328-4207,1742-9552,PSYCHOLOGY,SCIE,629,1.2,Q4,0.43,13.83%
International Journal of Psychological Research,INT J PSYCHOL RES,"UNIV SAN BUENAVENTURA, MEDELLIN",2011-7922,2011-2084,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,652,1.2,Q3,0.42,98.36%
Adaptive Human Behavior and Physiology,ADAPT HUM BEHAV PHYS,SPRINGER HEIDELBERG,2198-7335,2198-7335,"PSYCHOLOGY, BIOLOGICAL",ESCI,362,1.2,Q3,0.37,29.41%
Clinical Practice in Pediatric Psychology,CLIN PRACT PEDIAT PS,EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC,2169-4826,2169-4834,"PSYCHOLOGY, DEVELOPMENTAL",ESCI,478,1.2,Q4,0.37,4.10%
HISPANIC JOURNAL OF BEHAVIORAL SCIENCES,HISPANIC J BEHAV SCI,SAGE PUBLICATIONS INC,0739-9863,1552-6364,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"1,406",1.2,Q3,0.36,7.50%
Journal of Cognitive Psychology,J COGN PSYCHOL,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2044-5911,2044-592X,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"1,395",1.2,Q4,0.36,20%
Psychology Society & Education,PSYCHOL SOC EDUC,EDITORIAL UNIV CORDOBA-UCOPRESS,2171-2085,1989-709X,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,295,1.2,Q3,0.29,56.58%
MERRILL-PALMER QUARTERLY-JOURNAL OF DEVELOPMENTAL PSYCHOLOGY,MERRILL PALMER QUART,WAYNE STATE UNIV PRESS,0272-930X,1535-0266,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,"1,548",1.2,Q4,0.23,0%
Language and Cognition,LANG COGN,CAMBRIDGE UNIV PRESS,1866-9808,1866-9859,"PSYCHOLOGY, EXPERIMENTAL",SSCI,560,1.1,Q4,1.11,76.07%
PSYCHOLOGY CRIME & LAW,PSYCHOL CRIME LAW,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1068-316X,1477-2744,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"1,693",1.1,Q3,0.86,27.27%
Infants & Young Children,INFANT YOUNG CHILD,LIPPINCOTT WILLIAMS & WILKINS,0896-3746,1550-5081,"PSYCHOLOGY, DEVELOPMENTAL",SSCI,857,1.1,Q4,0.77,4.92%
WOMEN & THERAPY,WOMEN THER,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0270-3149,1541-0315,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,689,1.1,Q3,0.77,3.57%
History of Psychology,HIST PSYCHOL,EDUCATIONAL PUBLISHING FOUNDATION-AMERICAN PSYCHOLOGICAL ASSOC,1093-4510,1939-0610,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,359,1.1,Q3,0.64,0%
JOURNAL OF COMPARATIVE PSYCHOLOGY,J COMP PSYCHOL,AMER PSYCHOLOGICAL ASSOC,0735-7036,1939-2087,PSYCHOLOGY,SCIE,"2,451",1.1,Q4,0.64,2.68%
JOURNAL OF COMPARATIVE PSYCHOLOGY,J COMP PSYCHOL,AMER PSYCHOLOGICAL ASSOC,0735-7036,1939-2087,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"2,451",1.1,Q3,0.64,2.68%
LANGUAGE AND SPEECH,LANG SPEECH,SAGE PUBLICATIONS LTD,0023-8309,1756-6053,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"1,655",1.1,Q4,0.61,29.69%
Human Arenas,HUMAN ARENAS,SPRINGERNATURE,2522-5790,2522-5804,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,286,1.1,Q3,0.56,26.98%
Evolutionary Behavioral Sciences,EVOL BEHAV SCI,AMER PSYCHOLOGICAL ASSOC,2330-2925,2330-2933,PSYCHOLOGY,ESCI,349,1.1,Q4,0.51,2.48%
APPLIED MEASUREMENT IN EDUCATION,APPL MEAS EDUC,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0895-7347,1532-4818,"PSYCHOLOGY, MATHEMATICAL",SSCI,957,1.1,Q4,0.5,6.45%
Papeles del Psicologo,PAPEL PSICOL,CONSEJO GENERAL PSICOLOGIA DE ESPANA,0214-7823,1886-1415,"PSYCHOLOGY, MULTIDISCIPLINARY",ESCI,522,1.1,Q3,0.45,98.18%
STUDIA PSYCHOLOGICA,STUD PSYCHOL,"SLOVAK ACAD SCIENCES, CTR SOCIAL & PSYCHOLOGICAL SCIENCES, IEP",0039-3320,2585-8815,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,425,1.1,Q3,0.43,97.37%
THEORY & PSYCHOLOGY,THEOR PSYCHOL,SAGE PUBLICATIONS LTD,0959-3543,1461-7447,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"1,451",1.1,Q3,0.43,23.36%
Evolutionary Psychology,EVOL PSYCHOL-US,SAGE PUBLICATIONS INC,1474-7049,1474-7049,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"1,183",1.1,Q4,0.39,92.77%
CANADIAN JOURNAL OF EXPERIMENTAL PSYCHOLOGY-REVUE CANADIENNE DE PSYCHOLOGIE EXPERIMENTALE,CAN J EXP PSYCHOL,CANADIAN PSYCHOLOGICAL ASSOC,1196-1961,1878-7290,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"1,005",1.1,Q4,0.38,0%
MILITARY PSYCHOLOGY,MIL PSYCHOL,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0899-5605,1532-7876,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"1,169",1.1,Q3,0.38,14.09%
EXPERIMENTAL PSYCHOLOGY,EXP PSYCHOL,HOGREFE PUBLISHING CORP,1618-3169,2190-5142,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"1,186",1.1,Q4,0.37,35.71%
JOURNAL OF MOTOR BEHAVIOR,J MOTOR BEHAV,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0022-2895,1940-1027,PSYCHOLOGY,SCIE,"2,354",1.1,Q4,0.35,7.24%
JOURNAL OF MOTOR BEHAVIOR,J MOTOR BEHAV,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0022-2895,1940-1027,"PSYCHOLOGY, EXPERIMENTAL",SSCI,"2,354",1.1,Q4,0.35,7.24%
Advances in Autism,ADV AUTISM,EMERALD GROUP PUBLISHING LTD,2056-3868,2056-3868,"PSYCHOLOGY, DEVELOPMENTAL",ESCI,273,1.1,Q4,0.34,1.37%
